,chr,start,end,20M_mix_Bmap_CLBGA_0_rep1,20M_mix_Bmap_CLBGA_100_rep1,20M_mix_Bmap_CLBGA_25_rep1,20M_mix_Bmap_CLBGA_10_rep1,20M_mix_Bmap_CLBGA_50_rep1
12909,13,20356771,20356804,0.0,0.0,0.0,0.0,0.0
12910,13,20356805,20356849,0.006,0.0238,0.0089,0.0065,0.0102
12911,13,20437356,20437401,0.0,0.0045,0.0,0.0,0.0
12912,13,20437450,20437533,0.0,0.0,0.0,0.0,0.0
12913,13,20438829,20438936,0.0231,0.0,0.0237,0.0219,0.0
12914,13,20531738,20531866,0.0,0.0,0.0,0.0,0.0
12915,13,20532526,20532596,0.0045,0.0125,0.0054,0.0043,0.0
12916,13,20532784,20532833,0.0,0.0087,0.01,0.0,0.0077
12917,13,20532890,20532937,0.0091,0.0,0.0105,0.01,0.0083
12918,13,20533264,20533309,0.0,0.005,0.0052,0.0,0.0037
12919,13,20692603,20692680,0.0,0.0216,0.0143,0.0089,0.015
12920,13,20702235,20702323,0.0,0.0,0.0,0.0,0.0
12921,13,20702800,20702887,0.0357,0.0459,0.0296,0.0346,0.0306
12922,13,20716563,20716648,0.03,0.038,0.0385,0.0421,0.0429
12923,13,20716649,20716707,0.0762,0.4091,0.1488,0.07,0.3775
12924,13,20716932,20717000,0.7391,0.7184,0.6726,0.7067,0.6444
12925,13,20734936,20735006,0.0,0.0071,0.0111,0.0111,0.0067
12926,13,20735016,20735051,0.0,0.0333,0.0238,0.0,0.0278
12927,13,20735615,20735695,0.0023,0.0411,0.0068,0.0044,0.0124
12928,13,20735696,20735757,0.004,0.0251,0.0083,0.008,0.0201
12929,13,20751505,20751576,0.2667,0.0476,0.1905,0.1966,0.1905
12930,13,20763170,20763292,0.9524,0.3,0.9444,0.9333,0.8154
12931,13,20766742,20766790,0.0,0.0665,0.0,0.0,0.0157
12932,13,20766845,20766894,0.0077,0.0114,0.0041,0.0085,0.0048
12933,13,20766949,20767015,0.0044,0.0064,0.0139,0.0046,0.0104
12934,13,20767377,20767434,0.0,0.1308,0.0706,0.0154,0.1238
12935,13,20806345,20806389,0.0042,0.1224,0.0507,0.0372,0.0701
12936,13,20806579,20806636,0.0,0.03,0.0111,0.0,0.0133
12937,13,20866524,20866595,1.0,0.9252,1.0,1.0,1.0
12938,13,20875570,20875629,0.2017,0.2125,0.1524,0.1681,0.1667
12939,13,20875905,20875952,0.155,0.0747,0.1759,0.1842,0.1272
12940,13,20875953,20876050,0.0283,0.0286,0.0357,0.0303,0.0408
12941,13,20966230,20966319,0.9345,0.6486,0.7708,0.8805,0.7126
12942,13,20966320,20966413,0.9519,0.265,0.9,0.9333,0.7667
12943,13,20966414,20966482,0.9402,0.8168,0.9184,0.9369,0.8872
12944,13,20990160,20990210,0.9862,0.0304,0.7391,0.8995,0.5391
12945,13,21009894,21009955,0.8519,0.2571,0.7605,0.8145,0.5331
12946,13,21009956,21010013,0.7833,0.0267,0.5362,0.6304,0.3086
12947,13,21041816,21041883,0.915,0.2444,0.8474,0.9053,0.7758
12948,13,21099801,21099842,0.0083,0.01,0.0121,0.0071,0.0054
12949,13,21099854,21099914,0.0,0.0,0.0,0.0,0.0
12950,13,21099942,21099977,0.0,0.0087,0.0065,0.0,0.0049
12951,13,21100045,21100105,0.0,0.0,0.0,0.0,0.0
12952,13,21277539,21277580,0.0,0.0108,0.0,0.0,0.0
12953,13,21277722,21277761,0.0,0.0,0.0,0.0,0.0057
12954,13,21277762,21277815,0.0037,0.0,0.0043,0.0038,0.0
12955,13,21277816,21277871,0.0,0.0,0.0,0.0,0.0
12956,13,21277934,21278002,0.0,0.0125,0.0,0.0,0.0103
12957,13,21278051,21278097,0.0123,0.0028,0.0065,0.0084,0.0037
12958,13,21278098,21278151,0.0111,0.0,0.0091,0.01,0.0069
12959,13,21278387,21278459,0.0034,0.0,0.0036,0.0035,0.0
12960,13,21295615,21295694,0.3529,0.0618,0.2632,0.3194,0.1787
12961,13,21295847,21295933,0.0128,0.0595,0.0321,0.0298,0.0312
12962,13,21295934,21296001,0.0139,0.0446,0.0163,0.0125,0.0132
12963,13,21296002,21296096,0.0,0.0571,0.0119,0.0,0.0612
12964,13,21296121,21296209,0.0139,0.0294,0.0188,0.0125,0.02
12965,13,21296210,21296328,0.0,0.0,0.0,0.0,0.0
12966,13,21347788,21347825,0.0,0.0096,0.0,0.0,0.0
12967,13,21476954,21476998,0.0139,0.0,0.0079,0.0128,0.0
12968,13,21476999,21477025,0.0,0.0,0.0067,0.0078,0.0
12969,13,21477110,21477190,0.0,0.0,0.0,0.0,0.0
12970,13,21562387,21562481,0.958,0.5794,0.8487,0.936,0.722
12971,13,21562506,21562562,0.975,0.3,0.7689,0.8977,0.5595
12972,13,21562729,21562766,0.9388,0.8848,0.9221,0.9371,0.9096
12973,13,21572777,21572838,0.9933,0.8903,0.9586,0.98,0.9462
12974,13,21572980,21573065,0.9856,0.4895,0.875,0.9052,0.7749
12975,13,21580108,21580199,1.0,0.4154,0.81,0.9684,0.7875
12976,13,21634751,21634814,0.0,0.0979,0.0496,0.0101,0.0992
12977,13,21634815,21634889,0.0143,0.2704,0.0392,0.03,0.0743
12978,13,21634890,21634950,0.0,0.0632,0.0244,0.0,0.0385
12979,13,21635158,21635206,0.0,0.574,0.2203,0.0263,0.4533
12980,13,21635238,21635276,0.0061,0.0591,0.0201,0.0115,0.034
12981,13,21635293,21635334,0.0,0.0828,0.0298,0.0062,0.0732
12982,13,21635607,21635648,0.0,0.0218,0.0104,0.0052,0.0333
12983,13,21635769,21635823,0.0,0.043,0.0156,0.0132,0.0185
12984,13,21750546,21750602,0.2596,0.0,0.2411,0.2542,0.2487
12985,13,21751119,21751220,0.0,0.0,0.0,0.0,0.0
12986,13,21834821,21834917,0.971,0.8831,0.9222,0.9737,0.9444
12987,13,21872418,21872483,0.0086,0.0,0.0119,0.0093,0.0052
12988,13,21872521,21872617,0.0074,0.0,0.0074,0.0079,0.0074
12989,13,21893281,21893339,0.5,0.8614,0.6884,0.5597,0.7311
12990,13,21894133,21894204,0.9609,0.6296,0.9082,0.9219,0.8462
12991,13,21900492,21900557,0.3956,0.0179,0.2768,0.3524,0.1548
12992,13,22032965,22033075,0.0,0.007,0.0057,0.0031,0.0062
12993,13,22033177,22033256,0.0,0.0,0.0,0.0,0.0
12994,13,22033257,22033367,0.0,0.0,0.0,0.0,0.0
12995,13,22033368,22033460,0.0,0.0,0.0,0.0,0.0
12996,13,22033578,22033612,0.0,0.0093,0.0,0.0,0.0
12997,13,22178323,22178384,0.0,0.0,0.0,0.0,0.0
12998,13,22178385,22178450,0.0,0.0,0.0066,0.0,0.0062
12999,13,22203107,22203184,0.9711,0.7619,0.9128,0.9548,0.9006
13000,13,22243624,22243725,0.0,0.0349,0.0,0.0,0.0
13001,13,22244111,22244150,0.0087,0.0476,0.01,0.0091,0.0083
13002,13,22244178,22244225,0.0054,0.0098,0.0054,0.0054,0.0047
13003,13,22244226,22244317,0.0,0.0,0.0,0.0,0.0
13004,13,22245164,22245225,0.0,0.0,0.0,0.0,0.0
13005,13,22245279,22245326,0.0,0.0097,0.0055,0.0062,0.0087
13006,13,22247861,22247926,0.003,0.0118,0.0096,0.0,0.0136
13007,13,22247949,22248000,0.0033,0.006,0.0069,0.0,0.0057
13008,13,22248034,22248066,0.0,0.0,0.0,0.0,0.0
13009,13,22248067,22248124,0.0,0.0,0.0,0.0,0.0
13010,13,22248642,22248704,0.0064,0.1014,0.0115,0.0123,0.034
13011,13,22249441,22249529,0.0104,0.1071,0.0,0.0096,0.0375
13012,13,22249565,22249634,0.0,0.0028,0.0021,0.0,0.0027
13013,13,22249664,22249728,0.0069,0.1509,0.0188,0.0066,0.0208
13014,13,22392106,22392184,0.9556,0.4,0.832,0.8571,0.7583
13015,13,22495119,22495207,0.958,0.7778,0.8961,0.9286,0.8631
13016,13,22502700,22502763,0.9296,0.619,0.8979,0.9132,0.8513
13017,13,23345118,23345237,0.9589,1.0,1.0,0.9508,1.0
13018,13,23412220,23412277,0.4083,0.0,0.2842,0.46,0.3231
13019,13,23412353,23412445,0.1553,0.0,0.1971,0.1606,0.1858
13020,13,23412488,23412588,0.1818,0.0,0.1125,0.1592,0.1013
13021,13,23422829,23422889,0.8519,0.9583,0.8488,0.8576,0.8667
13022,13,23500590,23500629,0.0,0.9804,0.3613,0.1346,0.6772
13023,13,23734294,23734409,0.0286,0.0,0.025,0.0286,0.025
13024,13,23734468,23734571,0.0034,0.0154,0.0038,0.0036,0.0125
13025,13,23826686,23826753,0.9444,0.8632,0.9714,0.9375,0.8824
13026,13,23949147,23949189,0.0,0.0062,0.0,0.0,0.0
13027,13,23949190,23949243,0.0043,0.0088,0.0066,0.0076,0.0074
13028,13,23949244,23949293,0.0,0.0268,0.0227,0.0227,0.025
13029,13,23949294,23949382,0.0,0.0,0.0,0.0,0.0
13030,13,23949558,23949590,0.0,0.0,0.0,0.0,0.0
13031,13,23993263,23993361,0.9403,0.989,0.9545,0.9437,0.9625
13032,13,24152900,24152994,0.0,0.0303,0.0,0.0,0.0
13033,13,24153025,24153064,0.0,0.0,0.0,0.0,0.0
13034,13,24153363,24153441,0.0,0.0,0.0,0.0,0.0
13035,13,24153688,24153750,0.0052,0.0,0.0062,0.0062,0.0062
13036,13,24153850,24153908,0.0,0.0,0.0,0.0,0.0
13037,13,24153909,24153953,0.0,0.0,0.0,0.0,0.0
13038,13,24154030,24154100,0.0,0.0,0.0,0.0,0.0
13039,13,24269646,24269714,0.6611,0.9762,0.7245,0.6497,0.8632
13040,13,24463272,24463364,0.0,0.0,0.0,0.0,0.0
13041,13,24463581,24463667,0.0,0.0,0.0,0.0,0.0
13042,13,24477427,24477480,0.2154,0.9378,0.5,0.3879,0.6341
13043,13,24520039,24520113,0.2636,0.9545,0.4672,0.32,0.6311
13044,13,24554393,24554478,0.0,0.0,0.0,0.0,0.0
13045,13,24554479,24554516,0.0,0.0,0.0,0.0,0.0
13046,13,24734921,24734991,0.0,0.0,0.0,0.0,0.0
13047,13,24735101,24735217,0.0,0.0,0.0,0.0,0.0
13048,13,24798133,24798239,0.8095,0.9175,0.8557,0.8242,0.9211
13049,13,24882393,24882503,0.825,0.8333,0.7833,0.7857,0.7468
13050,13,24913056,24913092,0.9601,0.9589,0.9443,0.9547,0.9505
13051,13,24913093,24913137,0.9673,0.9187,0.9386,0.9482,0.9444
13052,13,25081214,25081267,0.9536,0.875,0.9444,0.95,0.9337
13053,13,25086868,25086932,0.0,0.0051,0.0,0.0,0.0084
13054,13,25086958,25087010,0.0,0.0,0.0,0.0,0.0
13055,13,25114974,25115080,0.94,0.9817,0.9592,0.96,0.9524
13056,13,25135113,25135204,0.8609,0.68,0.8788,0.8589,0.8655
13057,13,25197553,25197634,0.9694,0.7188,0.9325,0.9643,0.892
13058,13,25201411,25201485,0.8646,0.168,0.65,0.7778,0.5648
13059,13,25254602,25254695,0.0,0.1143,0.0,0.0,0.0
13060,13,25254696,25254750,0.0,0.0409,0.0067,0.0,0.0167
13061,13,25254751,25254835,0.0,0.2406,0.0779,0.0,0.1242
13062,13,25254836,25254909,0.0357,0.0206,0.031,0.0375,0.025
13063,13,25254950,25255003,0.0182,0.0337,0.0133,0.0182,0.0111
13064,13,25255042,25255091,0.0,0.0152,0.0067,0.0067,0.0161
13065,13,25292776,25292860,0.9677,0.0,0.7883,0.929,0.5315
13066,13,25292861,25292948,0.8303,0.0105,0.6345,0.7862,0.5929
13067,13,25320128,25320165,0.0308,0.0,0.02,0.0235,0.0118
13068,13,25320166,25320205,0.024,0.067,0.0552,0.048,0.0625
13069,13,25320247,25320360,0.0,0.0,0.0062,0.0067,0.0053
13070,13,25320361,25320419,0.0216,0.0,0.0098,0.0154,0.0
13071,13,25322170,25322253,0.017,0.0694,0.017,0.0118,0.0275
13072,13,25469221,25469321,0.9802,0.9818,0.984,0.9744,0.9859
13073,13,25496669,25496764,0.0,0.0,0.0,0.0,0.0
13074,13,25496765,25496845,0.0075,0.0211,0.0065,0.0065,0.0067
13075,13,25592541,25592581,0.0185,0.0102,0.0225,0.0222,0.0104
13076,13,25620915,25620992,0.0534,0.0,0.0397,0.0417,0.0278
13077,13,25691687,25691759,0.9467,0.0714,0.6778,0.8769,0.4667
13078,13,25744736,25744826,0.0195,0.0076,0.009,0.0117,0.0085
13079,13,25744834,25744870,0.1429,0.3445,0.1565,0.1429,0.2315
13080,13,25744887,25745013,0.0,0.0924,0.0714,0.1,0.0833
13081,13,25745014,25745075,0.06,0.0833,0.0764,0.0652,0.1062
13082,13,25745097,25745198,0.0175,0.0219,0.0167,0.0198,0.0254
13083,13,25745199,25745315,0.0,0.0408,0.0,0.0,0.0169
13084,13,25745596,25745648,0.0,0.0562,0.0133,0.0,0.0267
13085,13,25745661,25745743,0.0038,0.0,0.0,0.0038,0.0
13086,13,25861314,25861371,0.0,0.0,0.0,0.0,0.0
13087,13,25861593,25861654,0.0,0.0,0.0,0.0,0.0
13088,13,25875701,25875728,0.0,0.0102,0.0,0.0,0.0089
13089,13,25875729,25875812,0.0,0.0,0.0,0.0,0.0
13090,13,25875833,25875937,0.0069,0.0,0.0096,0.0078,0.0083
13091,13,25876159,25876187,0.0,0.0235,0.0,0.0,0.0
13092,13,25946019,25946091,0.0,0.026,0.0,0.0106,0.0
13093,13,25946118,25946204,0.0067,0.0173,0.0055,0.0069,0.012
13094,13,25946242,25946320,0.0084,0.0,0.0,0.0081,0.0
13095,13,26042694,26042777,0.0367,0.0154,0.0333,0.0258,0.037
13096,13,26042857,26042916,0.0036,0.004,0.004,0.0037,0.0
13097,13,26042929,26043020,0.0,0.0,0.0,0.0,0.0
13098,13,26043275,26043352,0.0741,0.0726,0.0679,0.0719,0.0635
13099,13,26625192,26625272,0.0288,0.0154,0.0313,0.0321,0.0299
13100,13,26625717,26625809,0.0289,0.0659,0.0311,0.0354,0.0404
13101,13,26625810,26625861,0.0079,0.0556,0.0119,0.0072,0.0214
13102,13,26625862,26625929,0.0097,0.0397,0.0079,0.0119,0.0307
13103,13,26626008,26626074,0.0,0.0694,0.0152,0.0145,0.0476
13104,13,26626075,26626130,0.0,0.0723,0.0227,0.0133,0.0463
13105,13,26626131,26626190,0.0096,0.2596,0.0875,0.0238,0.1597
13106,13,26796172,26796255,0.0,0.0,0.0,0.0,0.0
13107,13,26828461,26828540,0.0,0.0,0.0,0.0,0.0
13108,13,27131797,27131829,0.0,0.0045,0.0,0.0,0.004
13109,13,27131830,27131883,0.016,0.0174,0.0166,0.0144,0.0174
13110,13,27131884,27131929,0.0076,0.0293,0.0165,0.0204,0.0163
13111,13,27132165,27132233,0.0,0.0312,0.0111,0.0111,0.025
13112,13,27132257,27132314,0.0,0.0672,0.026,0.0,0.0238
13113,13,27132315,27132347,0.0,0.1699,0.0461,0.0079,0.0818
13114,13,27132364,27132430,0.0,0.1894,0.101,0.0159,0.1296
13115,13,27132431,27132535,0.0183,0.1522,0.0763,0.0183,0.0986
13116,13,27132554,27132643,0.0,0.022,0.0,0.0,0.011
13117,13,27259911,27259990,0.9357,0.5926,0.875,0.9074,0.8095
13118,13,27295928,27296020,0.2361,0.7121,0.2576,0.2576,0.3077
13119,13,27334838,27334938,0.0,0.0061,0.0045,0.0053,0.002
13120,13,27334939,27334986,0.0081,0.013,0.011,0.0107,0.009
13121,13,27334987,27335166,0.0,0.0059,0.0083,0.0091,0.0067
13122,13,27745238,27745314,0.0167,0.1458,0.1167,0.0208,0.0972
13123,13,27745320,27745359,0.0054,0.0,0.006,0.0054,0.0
13124,13,27745370,27745423,0.0,0.0,0.0,0.0,0.0
13125,13,27745626,27745694,0.0,0.0042,0.0,0.0,0.0
13126,13,27745704,27745777,0.0,0.0,0.0,0.0,0.0
13127,13,27745778,27745837,0.0,0.0,0.0,0.0,0.0
13128,13,27745838,27745933,0.0063,0.0,0.0,0.0056,0.0
13129,13,27746032,27746115,0.0,0.0,0.0,0.0,0.0
13130,13,27793920,27793997,0.9368,0.0909,0.8571,0.8944,0.7231
13131,13,27844659,27844754,0.0,0.0078,0.0,0.0046,0.0
13132,13,27844755,27844806,0.0,0.0,0.0,0.0,0.0
13133,13,27844874,27844920,0.0,0.0,0.0,0.0,0.0
13134,13,27844921,27844984,0.0,0.0054,0.0,0.0,0.0
13135,13,27845102,27845185,0.0,0.0,0.0,0.0,0.0
13136,13,27845186,27845225,0.0,0.0,0.0,0.0,0.0
13137,13,27883211,27883289,0.8148,0.0375,0.6214,0.8,0.4667
13138,13,27955942,27956053,0.8519,0.8444,0.8636,0.8704,0.8718
13139,13,27979044,27979138,0.3854,0.9552,0.6393,0.5098,0.8356
13140,13,27998694,27998752,0.0,0.0,0.0,0.0,0.0
13141,13,27998764,27998799,0.0,0.0,0.0,0.0,0.0
13142,13,27998816,27998867,0.0,0.0,0.0,0.0,0.0
13143,13,27998885,27998942,0.0,0.0056,0.0,0.0,0.0062
13144,13,28024472,28024527,0.0,0.0,0.0,0.0,0.0
13145,13,28025169,28025244,0.0141,0.0,0.0,0.0115,0.0
13146,13,28194407,28194529,0.0,0.0,0.0,0.0,0.0
13147,13,28194530,28194612,0.0,0.0,0.0,0.0,0.0
13148,13,28194613,28194682,0.0,0.0,0.0,0.0,0.0
13149,13,28194863,28194914,0.0,0.0,0.0,0.0,0.0
13150,13,28194915,28194983,0.0,0.0095,0.0079,0.0,0.0089
13151,13,28364691,28364750,0.1222,0.2865,0.1369,0.1129,0.1726
13152,13,28364845,28364938,0.1,0.0,0.1,0.1077,0.0615
13153,13,28366550,28366605,0.0071,0.0,0.0077,0.0065,0.0083
13154,13,28367040,28367138,0.0259,0.0,0.0149,0.0182,0.0134
13155,13,28367156,28367266,0.07,0.0182,0.0455,0.0636,0.0231
13156,13,28369072,28369175,0.0265,0.0114,0.0155,0.0248,0.0164
13157,13,28369176,28369216,0.0571,0.0407,0.0385,0.06,0.051
13158,13,28370425,28370525,0.15,0.0351,0.0941,0.1333,0.0805
13159,13,28404234,28404289,0.0,0.0,0.0,0.0,0.0
13160,13,28494057,28494100,0.0,0.025,0.0,0.0,0.0182
13161,13,28494109,28494176,0.0,0.0095,0.01,0.0,0.0133
13162,13,28494264,28494345,0.0053,0.0346,0.0372,0.0097,0.0305
13163,13,28494463,28494534,0.0045,0.0526,0.0122,0.0153,0.0243
13164,13,28495029,28495121,0.0,0.0,0.0,0.0,0.0
13165,13,28495560,28495594,0.016,0.0808,0.0333,0.0214,0.0321
13166,13,28498359,28498413,0.0102,0.0,0.0057,0.0086,0.006
13167,13,28498679,28498717,0.0185,0.0215,0.0171,0.018,0.0208
13168,13,28503263,28503372,0.0389,0.0101,0.0411,0.0405,0.0483
13169,13,28527984,28528048,0.0084,0.022,0.042,0.0252,0.0272
13170,13,28528600,28528666,0.0359,0.75,0.251,0.1542,0.3709
13171,13,28528749,28528830,0.0649,0.1991,0.127,0.1161,0.1863
13172,13,28534532,28534592,0.0,0.0,0.0,0.0,0.0
13173,13,28534593,28534630,0.0222,0.0114,0.0286,0.0229,0.0263
13174,13,28535253,28535316,0.029,0.0136,0.0231,0.0263,0.0213
13175,13,28541098,28541202,0.02,0.0,0.01,0.0111,0.0083
13176,13,28542628,28542668,0.012,0.0043,0.008,0.0085,0.0085
13177,13,28542669,28542716,0.0,0.0169,0.0,0.0,0.0
13178,13,28542717,28542765,0.0097,0.0288,0.0265,0.0238,0.0258
13179,13,28542766,28542840,0.007,0.0088,0.0063,0.0072,0.007
13180,13,28542841,28542896,0.0143,0.0078,0.0114,0.0135,0.0063
13181,13,28542961,28543029,0.0397,0.0101,0.0317,0.0347,0.0254
13182,13,28549893,28549945,0.0283,0.0,0.0341,0.0355,0.0294
13183,13,28549946,28550045,0.04,0.0,0.026,0.04,0.0238
13184,13,28552220,28552351,0.0,0.0152,0.0,0.0,0.0
13185,13,28552352,28552381,0.0149,0.067,0.0096,0.0103,0.0261
13186,13,28552610,28552674,0.0083,0.0129,0.0094,0.0085,0.0127
13187,13,28554525,28554585,0.1026,0.0,0.0848,0.1029,0.071
13188,13,28674199,28674299,0.0045,0.0286,0.0057,0.005,0.0057
13189,13,28674300,28674334,0.0,0.0733,0.0,0.0,0.0
13190,13,28674335,28674414,0.0,0.0833,0.0068,0.0054,0.0546
13191,13,28674444,28674519,0.0238,0.1367,0.0633,0.0543,0.0701
13192,13,28674537,28674641,0.0,0.0068,0.0052,0.0,0.0046
13193,13,28674861,28674931,0.0143,0.0817,0.0143,0.015,0.0307
13194,13,28674932,28674975,0.0104,0.018,0.0286,0.0225,0.0299
13195,13,28674976,28675050,0.0154,0.0,0.0125,0.0138,0.0
13196,13,28713093,28713129,0.0,0.0,0.0,0.0,0.0
13197,13,29068202,29068279,0.0179,0.1034,0.0333,0.025,0.0764
13198,13,29068806,29068864,0.0,0.0276,0.0,0.0,0.0095
13199,13,29068959,29069006,0.05,0.1524,0.0545,0.0462,0.15
13200,13,29069007,29069036,0.0,0.0783,0.0,0.0,0.056
13201,13,29069037,29069071,0.0,0.0453,0.0147,0.0049,0.0215
13202,13,29069072,29069128,0.0,0.0139,0.0,0.0,0.0
13203,13,29069129,29069176,0.0,0.027,0.0043,0.0045,0.0093
13204,13,29069177,29069205,0.0,0.1911,0.0424,0.0214,0.0848
13205,13,29069454,29069494,0.0037,0.0025,0.0036,0.0032,0.0032
13206,13,29069752,29069836,0.04,0.0,0.0182,0.0167,0.0
13207,13,29106664,29106713,0.0,0.2564,0.0405,0.0156,0.1436
13208,13,29106812,29106915,0.0093,0.0,0.0139,0.0093,0.0
13209,13,29106964,29106995,0.0,0.0296,0.0077,0.0,0.0095
13210,13,29233338,29233411,0.0,0.0132,0.005,0.0052,0.005
13211,13,29233412,29233446,0.0,0.019,0.0143,0.0167,0.0143
13212,13,29233447,29233504,0.0,0.0,0.0,0.0,0.0
13213,13,29292793,29292925,0.0,0.0,0.0,0.0,0.0
13214,13,29293154,29293208,0.0095,0.0,0.0125,0.01,0.0167
13215,13,29352616,29352655,0.9815,0.16,0.8321,0.8945,0.6311
13216,13,29394030,29394074,0.008,0.0045,0.0115,0.0095,0.0094
13217,13,29394119,29394179,0.0115,0.0188,0.0083,0.0111,0.0125
13218,13,29394180,29394222,0.0099,0.0066,0.011,0.0101,0.0129
13219,13,29394223,29394263,0.0,0.0143,0.0052,0.0,0.0045
13220,13,29394264,29394328,0.0101,0.0,0.007,0.0067,0.0079
13221,13,29394329,29394359,0.0,0.0538,0.0242,0.0077,0.0391
13222,13,29394378,29394493,0.0031,0.0213,0.0036,0.003,0.015
13223,13,29394494,29394546,0.0051,0.0444,0.0044,0.0046,0.0185
13224,13,29613571,29613647,0.7791,0.0,0.6765,0.75,0.4459
13225,13,29913901,29913990,0.9722,0.3472,0.8623,0.8889,0.8039
13226,13,29914148,29914256,0.9643,0.32,0.8649,0.9565,0.8243
13227,13,30169077,30169139,0.0119,0.0,0.0119,0.0114,0.013
13228,13,30169140,30169231,0.0,0.0065,0.0051,0.0,0.0048
13229,13,30169430,30169506,0.0,0.0,0.0,0.0,0.0
13230,13,30169575,30169633,0.0,0.0,0.0,0.0,0.0
13231,13,30169643,30169800,0.0,0.0088,0.0,0.0,0.0082
13232,13,30169829,30169875,0.0,0.0,0.0,0.0,0.0
13233,13,30406562,30406629,0.9655,0.9625,0.9514,0.9665,0.96
13234,13,30423901,30423963,0.0167,0.0,0.0128,0.0152,0.0
13235,13,30424186,30424280,0.0042,0.0037,0.0,0.0039,0.0
13236,13,30424281,30424339,0.0111,0.0,0.0118,0.0133,0.0118
13237,13,30438621,30438713,0.975,0.8444,0.9765,0.9895,0.904
13238,13,30995791,30995913,0.0,0.0,0.0,0.0,0.0
13239,13,30996608,30996649,0.0,0.0067,0.0,0.0,0.0
13240,13,31038632,31038666,0.0,0.0,0.0,0.0,0.0
13241,13,31039273,31039328,0.0,0.0,0.0,0.0,0.0
13242,13,31039366,31039441,0.0057,0.0,0.0049,0.0057,0.0034
13243,13,31039499,31039545,0.0,0.0,0.0,0.0,0.0
13244,13,31039560,31039595,0.0,0.0,0.0,0.0,0.0
13245,13,31039596,31039679,0.0053,0.0135,0.0109,0.0053,0.0133
13246,13,31039893,31039966,0.0,0.0,0.0,0.0,0.0
13247,13,31248365,31248401,0.0,0.0171,0.022,0.0,0.0179
13248,13,31445557,31445657,0.96,0.9739,0.9647,0.9667,0.9647
13249,13,31480401,31480466,0.0215,0.3864,0.0617,0.0247,0.227
13250,13,31480505,31480566,0.0259,0.4814,0.1058,0.0337,0.2344
13251,13,31480614,31480674,0.034,0.6208,0.2222,0.1061,0.3565
13252,13,31480989,31481088,0.2621,0.8062,0.4299,0.3945,0.5504
13253,13,31735138,31735220,0.0,0.0,0.0,0.0,0.0
13254,13,31735664,31735722,0.0,0.0,0.0,0.0,0.0
13255,13,31735723,31735766,0.0043,0.0,0.0045,0.0045,0.0041
13256,13,31735822,31735903,0.0,0.0112,0.0,0.0,0.0
13257,13,31774259,31774358,0.0,0.0,0.0,0.0,0.0
13258,13,31774359,31774405,0.0,0.0189,0.0112,0.0,0.0244
13259,13,31774427,31774483,0.0167,0.0,0.0,0.0143,0.0
13260,13,31774490,31774546,0.0143,0.0,0.0,0.0,0.0
13261,13,31774769,31774811,0.0,0.0056,0.0052,0.0054,0.0043
13262,13,31774833,31774916,0.0,0.0,0.0,0.0,0.0
13263,13,31914044,31914126,0.8553,0.7433,0.8269,0.8483,0.8111
13264,13,32183030,32183152,0.9667,0.9909,0.9861,0.9722,0.9848
13265,13,32420848,32420889,0.0,0.0,0.0,0.0,0.0
13266,13,32420904,32420961,0.0048,0.0,0.0042,0.0043,0.0
13267,13,32526896,32526956,0.9531,0.9732,0.9316,0.951,0.9543
13268,13,32605622,32605726,0.0,0.0,0.0,0.0,0.0
13269,13,32885425,32885518,0.9697,0.8185,0.9205,0.9277,0.9018
13270,13,32885589,32885650,0.9926,0.8889,0.9709,0.9829,0.9508
13271,13,33001498,33001573,0.0026,0.0,0.0026,0.0024,0.003
13272,13,33001711,33001759,0.0,0.0,0.0,0.0,0.0
13273,13,33001911,33001953,0.0,0.002,0.0,0.0,0.0024
13274,13,33002067,33002139,0.0,0.0,0.0,0.0,0.0
13275,13,33112063,33112130,0.1158,0.0,0.1097,0.1176,0.0533
13276,13,33112475,33112549,0.0,0.0,0.0,0.0,0.0
13277,13,33161052,33161110,0.0,0.0,0.0,0.0,0.0
13278,13,33161193,33161257,0.0,0.0,0.0,0.0,0.0
13279,13,33161258,33161316,0.0,0.0128,0.0054,0.0,0.0054
13280,13,33161317,33161401,0.0,0.0,0.0114,0.0,0.0
13281,13,33290599,33290678,0.9667,0.8842,0.9333,0.9655,0.9086
13282,13,33295787,33295865,0.9077,0.7857,0.8621,0.9231,0.8413
13283,13,33398334,33398364,0.9867,0.9577,0.984,0.9837,0.96
13284,13,33590083,33590157,0.0,0.9657,0.1951,0.04,0.395
13285,13,33590300,33590380,0.0,0.713,0.2,0.0781,0.3379
13286,13,33590381,33590441,0.0182,0.4833,0.168,0.1308,0.2957
13287,13,33590498,33590556,0.0,0.4493,0.0729,0.0208,0.3056
13288,13,33590557,33590681,0.0144,0.7431,0.2487,0.1634,0.4348
13289,13,33590891,33590940,0.0,0.98,0.53,0.4286,0.7551
13290,13,33899853,33899977,0.9851,1.0,0.9836,0.9839,0.9773
13291,13,33924236,33924266,0.0864,0.0039,0.0426,0.076,0.0426
13292,13,33924379,33924414,0.0156,0.0119,0.0101,0.0095,0.0135
13293,13,33924574,33924621,0.0,0.0,0.0,0.0,0.0
13294,13,33924622,33924655,0.0,0.0,0.0,0.0,0.0
13295,13,33924697,33924728,0.0091,0.0057,0.0095,0.0083,0.0
13296,13,34256231,34256301,0.9704,0.9882,0.9806,0.9793,0.9833
