chr	start	end	20M_mix_Bmap_CLBGA_0_rep1_meth	20M_mix_Bmap_CLBGA_0_rep1_depth	20M_mix_Bmap_CLBGA_10_rep1_meth	20M_mix_Bmap_CLBGA_10_rep1_depth	20M_mix_Bmap_CLBGA_25_rep1_meth	20M_mix_Bmap_CLBGA_25_rep1_depth	20M_mix_Bmap_CLBGA_50_rep1_meth	20M_mix_Bmap_CLBGA_50_rep1_depth	20M_mix_Bmap_CLBGA_100_rep1_meth	20M_mix_Bmap_CLBGA_100_rep1_depth	chr	start	end	healthy_meth	healthy_depth	nbl_meth	nbl_depth
2	198029295	198029359	84.0	135.0	108.0	165.0	134	185	137	165	252	254	2	198029295	198029359	286.0	570.0	1703.0	1751.0
2	219866403	219866445	1.0	108.0	25.0	108.0	75	150	182	240	362	378	2	219866403	219866445	30.0	589.0	1741.0	1779.0
2	220312963	220313067	16.0	156.0	32.0	161.0	89	197	123	221	198	204	2	220312963	220313067	39.0	204.0	769.0	778.0
2	220313901	220313965	4.0	160.0	21.0	159.0	45	173	56	148	124	147	2	220313901	220313965	7.0	205.0	404.0	490.0
2	232526882	232526944	0.0	112.0	29.0	124.0	67	148	105	168	238	261	2	232526882	232526944	1.0	366.0	580.0	615.0
2	240230808	240230882	89.0	100.0	90.0	105.0	80	100	42	65	6	40	2	240230808	240230882	485.0	525.0	27.0	435.0
20	2732907	2732961	0.0	108.0	18.0	90.0	27	99	63	99	180	181	20	2732907	2732961	4.0	486.0	920.0	1134.0
20	3052495	3052616	0.0	78.0	19.0	98.0	38	109	80	130	199	207	20	3052495	3052616	0.0	220.0	344.0	380.0
20	30640256	30640311	0.0	154.0	0.0	133.0	0	140	4	161	6	91	20	30640256	30640311	3.0	518.0	134.0	974.0
20	56194186	56194250	0.0	79.0	34.0	99.0	75	129	174	213	358	373	20	56194186	56194250	7.0	378.0	1235.0	1379.0
20	57267528	57267595	46.0	83.0	88.0	119.0	155	185	252	275	508	522	20	57267528	57267595	154.0	240.0	2629.0	2721.0
20	57267676	57267714	11.0	135.0	41.0	145.0	90	176	183	262	301	337	20	57267676	57267714	29.0	410.0	597.0	644.0
20	62097609	62097658	245.0	312.0	296.0	360.0	389	450	509	570	673	703	20	62097609	62097658	695.0	950.0	3688.0	3887.0
20	62272804	62272847	51.0	115.0	85.0	149.0	158	224	226	284	391	409	20	62272804	62272847	44.0	455.0	1934.0	1989.0
20	62369656	62369728	20.0	130.0	52.0	139.0	107	184	195	243	332	358	20	62369656	62369728	31.0	265.0	1242.0	1461.0
21	31865399	31865482	74.0	80.0	59.0	75.0	59	85	42	75	0	80	21	31865399	31865482	229.0	260.0	24.0	595.0
21	46238710	46238751	144.0	210.0	142.0	189.0	204	252	284	315	391	406	21	46238710	46238751	281.0	490.0	1694.0	1742.0
21	47009971	47010060	55.0	275.0	67.0	301.0	110	340	109	238	180	188	21	47009971	47010060	44.0	338.0	548.0	562.0
21	47010224	47010299	2.0	190.0	2.0	180.0	21	180	88	189	202	209	21	47010224	47010299	8.0	396.0	256.0	283.0
22	20779875	20779995	0.0	181.0	11.0	192.0	43	203	65	192	129	132	22	20779875	20779995	12.0	132.0	373.0	378.0
22	20780408	20780513	70.0	364.0	64.0	338.0	80	286	120	221	178	187	22	20780408	20780513	68.0	350.0	985.0	1026.0
22	30476149	30476253	10.0	90.0	18.0	84.0	38	82	48	82	44	46	22	30476149	30476253	45.0	316.0	299.0	323.0
22	36960350	36960413	37.0	248.0	47.0	248.0	103	288	125	240	170	216	22	36960350	36960413	105.0	599.0	1423.0	1584.0
22	39631786	39631883	16.0	45.0	21.0	50.0	54	84	75	93	82	83	22	39631786	39631883	26.0	174.0	464.0	479.0
22	39954547	39954635	39.0	131.0	48.0	132.0	82	156	122	162	146	150	22	39954547	39954635	92.0	270.0	887.0	981.0
22	42470254	42470358	1.0	225.0	59.0	287.0	93	286	184	297	321	343	22	42470254	42470358	1.0	522.0	1093.0	1202.0
22	49912138	49912236	107.0	120.0	86.0	95.0	78	95	40	65	4	41	22	49912138	49912236	171.0	185.0	39.0	469.0
22	50010097	50010168	187.0	195.0	172.0	195.0	162	200	113	165	27	115	22	50010097	50010168	342.0	350.0	302.0	814.0
22	51042647	51042742	21.0	165.0	88.0	210.0	160	270	298	374	398	416	22	51042647	51042742	32.0	294.0	586.0	598.0
22	51042936	51043007	149.0	350.0	249.0	406.0	380	504	503	616	783	799	22	51042936	51043007	398.0	1425.0	3639.0	3702.0
22	51142822	51142873	62.0	162.0	67.0	156.0	103	192	131	186	265	270	22	51142822	51142873	320.0	557.0	1164.0	1224.0
3	8809811	8809897	3.0	338.0	43.0	390.0	133	416	270	455	368	377	3	8809811	8809897	25.0	663.0	1285.0	1321.0
3	13323905	13323949	8.0	215.0	14.0	190.0	27	135	52	118	90	97	3	13323905	13323949	28.0	773.0	549.0	615.0
3	50425679	50425770	159.0	174.0	147.0	162.0	141	156	97	126	2	42	3	50425679	50425770	314.0	354.0	25.0	306.0
3	51989896	51989966	28.0	198.0	71.0	231.0	83	220	132	198	218	220	3	51989896	51989966	131.0	833.0	625.0	647.0
3	62363041	62363120	35.0	340.0	37.0	320.0	54	270	41	190	89	90	3	62363041	62363120	58.0	542.0	2645.0	2702.0
3	122640689	122640753	27.0	210.0	22.0	192.0	51	204	106	204	183	186	3	122640689	122640753	33.0	612.0	1759.0	1806.0
3	122641273	122641324	2.0	110.0	30.0	130.0	60	150	109	165	224	240	3	122641273	122641324	67.0	464.0	884.0	905.0
3	123166795	123166839	44.0	322.0	71.0	322.0	130	350	207	378	499	511	3	123166795	123166839	185.0	872.0	3902.0	4001.0
3	157821994	157822071	27.0	84.0	37.0	84.0	54	90	63	90	87	90	3	157821994	157822071	66.0	300.0	291.0	299.0
3	184056553	184056635	117.0	172.0	100.0	152.0	85	137	66	107	0	24	3	184056553	184056635	266.0	346.0	7.0	264.0
3	184301792	184301891	1.0	175.0	22.0	182.0	37	196	66	203	178	231	3	184301792	184301891	0.0	390.0	736.0	938.0
3	184321996	184322074	0.0	111.0	41.0	141.0	74	171	135	211	191	274	3	184321996	184322074	1.0	352.0	843.0	1031.0
4	778877	778987	29.0	196.0	27.0	161.0	21	126	53	147	60	63	4	778877	778987	123.0	280.0	572.0	601.0
4	785691	785759	72.0	157.0	76.0	152.0	82	147	107	151	164	174	4	785691	785759	312.0	488.0	1276.0	1330.0
4	2062020	2062053	2.0	192.0	1.0	210.0	2	174	3	162	4	96	4	2062020	2062053	5.0	642.0	108.0	730.0
4	3534682	3534718	16.0	229.0	28.0	229.0	38	200	55	190	100	104	4	3534682	3534718	42.0	730.0	1601.0	1799.0
4	6660417	6660469	29.0	154.0	46.0	168.0	54	168	100	203	137	154	4	6660417	6660469	101.0	413.0	1711.0	1813.0
4	6665672	6665716	47.0	162.0	59.0	162.0	68	144	122	168	152	156	4	6665672	6665716	197.0	617.0	1512.0	1599.0
4	48493011	48493074	41.0	300.0	43.0	270.0	96	310	156	280	229	229	4	48493011	48493074	83.0	610.0	323.0	327.0
4	81123566	81123612	0.0	95.0	4.0	75.0	42	116	71	121	108	114	4	81123566	81123612	5.0	230.0	673.0	757.0
4	191043189	191043226	409.0	528.0	432.0	549.0	370	473	373	458	298	323	4	191043189	191043226	1781.0	2260.0	2642.0	2707.0
5	12322	12413	46.0	60.0	57.0	72.0	81	98	86	98	151	155	5	12322	12413	134.0	184.0	607.0	629.0
5	132150128	132150164	56.0	204.0	56.0	186.0	80	174	111	180	207	210	5	132150128	132150164	344.0	888.0	917.0	934.0
5	132150165	132150269	32.0	104.0	52.0	118.0	114	169	140	187	311	313	5	132150165	132150269	45.0	285.0	821.0	829.0
5	134826411	134826494	29.0	459.0	47.0	441.0	96	468	144	423	178	180	5	134826411	134826494	23.0	558.0	721.0	795.0
5	140263211	140263261	34.0	98.0	43.0	112.0	95	135	120	140	233	240	5	140263211	140263261	353.0	742.0	916.0	939.0
5	140811605	140811674	31.0	108.0	51.0	113.0	74	137	78	131	95	100	5	140811605	140811674	52.0	360.0	257.0	270.0
5	140872110	140872180	20.0	191.0	36.0	184.0	44	182	131	230	208	212	5	140872110	140872180	55.0	540.0	1808.0	1856.0
5	149546597	149546671	18.0	224.0	40.0	225.0	97	257	239	337	339	345	5	149546597	149546671	65.0	380.0	839.0	859.0
5	149546814	149546864	45.0	286.0	100.0	325.0	158	319	248	391	385	400	5	149546814	149546864	150.0	1070.0	627.0	660.0
5	149682777	149682875	25.0	115.0	21.0	105.0	11	75	6	45	10	10	5	149682777	149682875	34.0	304.0	477.0	502.0
5	157079018	157079103	6.0	199.0	15.0	188.0	34	199	54	155	101	110	5	157079018	157079103	11.0	231.0	425.0	484.0
5	172110966	172111013	201.0	414.0	242.0	450.0	254	431	300	449	377	387	5	172110966	172111013	503.0	1079.0	3079.0	3150.0
5	175305736	175305806	15.0	110.0	29.0	124.0	39	124	57	127	84	96	5	175305736	175305806	27.0	335.0	340.0	363.0
5	176170182	176170278	8.0	152.0	23.0	164.0	33	139	36	96	58	72	5	176170182	176170278	9.0	174.0	685.0	780.0
5	178548140	178548188	161.0	220.0	166.0	221.0	134	190	108	137	111	123	5	178548140	178548188	478.0	685.0	897.0	964.0
5	178957704	178957777	1.0	120.0	8.0	128.0	23	128	65	152	146	160	5	178957704	178957777	8.0	415.0	1106.0	1344.0
5	180700563	180700605	63.0	171.0	66.0	170.0	89	172	93	153	154	164	5	180700563	180700605	73.0	334.0	1969.0	2029.0
6	2450894	2450932	175.0	195.0	160.0	185.0	123	170	88	145	6	70	6	2450894	2450932	585.0	705.0	11.0	450.0
6	16217112	16217171	18.0	174.0	24.0	168.0	31	168	82	180	130	165	6	16217112	16217171	54.0	413.0	1234.0	1401.0
6	28584129	28584205	6.0	119.0	23.0	140.0	51	168	98	189	149	158	6	28584129	28584205	44.0	339.0	979.0	1017.0
6	44244135	44244172	20.0	278.0	38.0	263.0	42	228	104	239	216	225	6	44244135	44244172	53.0	783.0	829.0	870.0
6	74024433	74024483	46.0	195.0	69.0	200.0	75	175	114	185	274	295	6	74024433	74024483	118.0	531.0	1378.0	1429.0
6	74024484	74024571	13.0	135.0	39.0	153.0	74	171	99	144	213	216	6	74024484	74024571	81.0	405.0	1303.0	1428.0
6	74058777	74058834	51.0	185.0	69.0	200.0	103	215	115	190	123	135	6	74058777	74058834	257.0	535.0	656.0	718.0
6	90597327	90597378	93.0	228.0	91.0	216.0	119	228	120	210	132	132	6	90597327	90597378	130.0	605.0	1664.0	1736.0
6	107955845	107955896	7.0	140.0	26.0	150.0	74	185	113	190	253	260	6	107955845	107955896	74.0	443.0	850.0	875.0
6	112688100	112688189	56.0	85.0	62.0	90.0	67	90	92	105	107	110	6	112688100	112688189	114.0	195.0	590.0	627.0
6	164051833	164051904	23.0	126.0	32.0	120.0	36	126	70	126	136	143	6	164051833	164051904	27.0	288.0	1106.0	1136.0
6	166267976	166268067	15.0	85.0	29.0	92.0	64	127	115	168	242	258	6	166267976	166268067	28.0	416.0	1248.0	1321.0
7	1297127	1297176	71.0	110.0	63.0	130.0	54	135	44	165	8	215	7	1297127	1297176	422.0	665.0	95.0	995.0
7	1435060	1435124	179.0	201.0	164.0	206.0	142	204	99	194	1	150	7	1435060	1435124	467.0	544.0	22.0	675.0
7	2289038	2289096	1.0	55.0	5.0	50.0	39	80	71	105	110	115	7	2289038	2289096	22.0	435.0	614.0	637.0
7	3083400	3083445	0.0	120.0	16.0	126.0	17	117	26	97	64	67	7	3083400	3083445	0.0	295.0	569.0	661.0
7	4304925	4304973	12.0	147.0	19.0	136.0	48	161	124	212	244	270	7	4304925	4304973	34.0	614.0	2411.0	2884.0
7	4901427	4901502	26.0	154.0	46.0	165.0	82	176	118	175	270	273	7	4901427	4901502	45.0	307.0	1799.0	1842.0
7	23245820	23245863	32.0	283.0	74.0	311.0	111	299	203	359	456	466	7	23245820	23245863	100.0	889.0	2351.0	2520.0
7	25892474	25892568	0.0	72.0	11.0	72.0	12	72	36	78	119	120	7	25892474	25892568	13.0	336.0	1172.0	1252.0
7	26192663	26192733	0.0	110.0	20.0	121.0	58	154	113	143	258	286	7	26192663	26192733	23.0	286.0	1079.0	1149.0
7	27153225	27153299	232.0	244.0	209.0	220.0	174	196	96	154	0	114	7	27153225	27153299	404.0	452.0	29.0	298.0
7	36011266	36011313	52.0	240.0	64.0	220.0	100	240	135	250	273	281	7	36011266	36011313	114.0	770.0	2444.0	2517.0
7	37392953	37393048	15.0	120.0	29.0	130.0	29	115	54	115	86	90	7	37392953	37393048	13.0	180.0	328.0	334.0
7	75912271	75912336	16.0	216.0	22.0	176.0	53	200	107	203	210	219	7	75912271	75912336	8.0	642.0	1220.0	1357.0
7	96619039	96619090	15.0	178.0	26.0	192.0	44	188	84	178	128	130	7	96619039	96619090	53.0	505.0	333.0	344.0
7	127991744	127991841	11.0	119.0	31.0	140.0	70	168	92	147	133	139	7	127991744	127991841	11.0	252.0	970.0	1043.0
7	154705970	154706038	10.0	154.0	26.0	148.0	41	124	64	118	191	193	7	154705970	154706038	46.0	396.0	2106.0	2185.0
7	155596860	155596897	0.0	231.0	3.0	231.0	13	224	18	147	23	182	7	155596860	155596897	1.0	574.0	189.0	1637.0
7	157481704	157481758	5.0	273.0	15.0	273.0	39	248	109	251	214	260	7	157481704	157481758	19.0	521.0	589.0	824.0
7	157484875	157484929	5.0	344.0	42.0	328.0	89	368	143	328	331	344	7	157484875	157484929	9.0	672.0	2595.0	2824.0
7	158362900	158362968	24.0	84.0	30.0	84.0	47	96	86	120	170	174	7	158362900	158362968	131.0	371.0	1207.0	1237.0
8	1649614	1649701	4.0	129.0	40.0	165.0	87	201	181	254	310	312	8	1649614	1649701	0.0	338.0	1297.0	1416.0
8	8559811	8559904	4.0	216.0	26.0	238.0	77	268	183	304	335	339	8	8559811	8559904	14.0	384.0	1112.0	1157.0
8	22446813	22446862	200.0	208.0	157.0	178.0	118	149	82	153	0	147	8	22446813	22446862	741.0	867.0	28.0	910.0
8	26721761	26721839	10.0	189.0	48.0	203.0	93	224	169	294	344	370	8	26721761	26721839	21.0	560.0	1387.0	1715.0
8	49309169	49309244	23.0	155.0	41.0	140.0	55	145	63	115	115	140	8	49309169	49309244	61.0	355.0	554.0	587.0
8	57358267	57358300	7.0	91.0	13.0	91.0	39	126	84	175	85	175	8	57358267	57358300	23.0	560.0	325.0	649.0
8	72459783	72459842	4.0	486.0	40.0	486.0	158	585	290	584	437	485	8	72459783	72459842	3.0	1096.0	4220.0	4403.0
8	72460077	72460134	1.0	117.0	16.0	111.0	41	131	94	139	156	160	8	72460077	72460134	1.0	509.0	1166.0	1272.0
8	102505530	102505597	20.0	175.0	69.0	199.0	128	247	237	349	349	368	8	102505530	102505597	45.0	517.0	1449.0	1499.0
8	105478744	105478815	36.0	160.0	61.0	160.0	111	210	204	300	363	372	8	105478744	105478815	70.0	390.0	584.0	599.0
8	105478983	105479021	5.0	216.0	38.0	222.0	64	234	125	278	222	280	8	105478983	105479021	25.0	803.0	1545.0	1781.0
8	141606916	141606998	52.0	182.0	80.0	203.0	95	203	108	182	115	119	8	141606916	141606998	85.0	287.0	742.0	806.0
9	633179	633262	102.0	104.0	103.0	105.0	93	105	78	115	0	80	9	633179	633262	347.0	360.0	71.0	474.0
9	21695832	21695904	210.0	215.0	191.0	200.0	166	180	127	160	43	120	9	21695832	21695904	477.0	500.0	325.0	600.0
9	96080114	96080174	59.0	120.0	69.0	115.0	82	125	133	150	163	165	9	96080114	96080174	149.0	515.0	1216.0	1272.0
9	129233647	129233703	6.0	156.0	36.0	174.0	48	156	104	156	174	185	9	129233647	129233703	24.0	372.0	1120.0	1181.0
9	130517524	130517614	124.0	129.0	105.0	109.0	95	109	59	70	0	10	9	130517524	130517614	274.0	312.0	7.0	199.0
9	136404903	136404992	53.0	162.0	81.0	186.0	77	178	70	140	101	106	9	136404903	136404992	86.0	383.0	1085.0	1120.0
9	139739470	139739549	30.0	176.0	91.0	198.0	222	297	311	374	424	429	9	139739470	139739549	114.0	527.0	3262.0	3466.0
9	139739962	139740061	51.0	189.0	63.0	189.0	52	139	60	101	153	156	9	139739962	139740061	66.0	273.0	624.0	643.0
9	140918306	140918367	33.0	245.0	68.0	266.0	94	245	147	258	280	286	9	140918306	140918367	68.0	577.0	820.0	845.0
9	141045017	141045111	17.0	100.0	23.0	90.0	47	100	110	160	173	180	9	141045017	141045111	51.0	180.0	862.0	909.0
X	518251	518363	54.0	55.0	44.0	50.0	44	50	26	50	1	30	X	518251	518363	207.0	243.0	10.0	192.0
5	140782688	140782792					30	30	62	73	82	94	5	140782688	140782792	26.0	155.0	372.0	380.0
