chr	start	end	healthy	nbl
chr1	9189129	9189212	0	0.0267641
chr1	2203546	2203647	0.689153666666667	0.715909
chr1	888914	888965	0.960163666666667	0.986907666666667
chr1	1182215	1182247	0.0110909333333333	0.0378205
chr1	1590678	1590731	0	0.0266625333333333
chr1	2105290	2105387	0.950793666666667	0.977401
chr1	8086672	8086747	0.0767791333333333	0.103378466666667
chr1	934469	934508	0.00329670333333333	0.0298852666666667
chr1	6320837	6320900	0.0050505	0.0315988333333333
chr1	2216202	2216263	0.936441333333333	0.962963
chr1	9353684	9353722	0.00406503333333333	0.0305693666666667
chr1	6508840	6508888	0.00502927333333333	0.0315035333333333
chr1	9514516	9514628	0.896825333333333	0.923280333333333
chr1	860663	860698	0.00850751	0.0349544
chr1	1840218	1840343	0.0140845	0.0405223
chr1	9649308	9649359	0.00189394	0.0282984333333333
chr1	1285181	1285276	0	0.0263996466666667
chr1	1168729	1168777	0.863964	0.890356333333333
chr1	987332	987468	0.928571333333333	0.954962
chr1	3811331	3811413	0.950708333333333	0.977078333333333
chr1	8021959	8021993	0	0.0263687
chr1	859329	859374	0.00274348333333333	0.02911058
chr1	1285024	1285049	0.00438896333333333	0.0306590333333333
chr1	2477848	2477880	0.00876466333333333	0.0350079333333333
chr1	969930	969965	0.25322	0.279449533333333
chr1	1227453	1227507	0.674206333333333	0.700379666666667
chr1	3607107	3607158	0.912810666666667	0.938969333333333
chr1	1171576	1171692	0.942857	0.968939333333333
chr1	8086573	8086671	0.00547137	0.0315169333333333
chr1	9883691	9883736	0.00185185333333333	0.0278826666666667
chr1	1476774	1476815	0.943264	0.969261333333333
chr1	3560902	3560952	0.958946	0.984933666666667
chr1	6761538	6761592	0.00170940333333333	0.02764951
chr1	7764725	7764757	0	0.0259042333333333
chr1	1590440	1590505	0	0.0259011666666667
chr1	1950698	1950817	0.00924591666666667	0.0351179666666667
chr1	1363236	1363290	0.0125	0.0383531666666667
chr1	1361480	1361582	0.606837666666667	0.632644
chr1	1406878	1406904	0	0.0257936333333333
chr1	1051534	1051574	0	0.0257594333333333
chr1	877314	877357	0.00219450333333333	0.02792
chr1	3447980	3448072	0.00231481333333333	0.0280372366666667
chr1	8939333	8939389	0	0.0257042
chr1	8878068	8878117	0	0.0256564733333333
chr1	2399745	2399795	0.173029	0.198684666666667
chr1	6365249	6365280	0.940377	0.966022333333333
chr1	6053177	6053231	0	0.0256410333333333
chr1	9600095	9600263	0	0.0256410333333333
chr1	9809491	9809526	0.974359	1
chr1	870810	870885	0.26555	0.2911447
chr1	9376742	9376807	0.954079666666667	0.979655
chr1	2559995	2560112	0	0.0255731666666667
chr1	955229	955260	0	0.0255583
chr1	1370973	1371027	0	0.0255571666666667
chr1	6685464	6685574	0	0.0255192933333333
chr1	1406966	1407013	0	0.0255142
chr1	1822167	1822227	0	0.0255102
chr1	1476551	1476633	0.948888	0.974359
chr1	9648877	9648959	0	0.0254510666666667
chr1	995132	995169	0.00131233666666667	0.0267269666666667
chr1	1209539	1209574	0.00383143333333333	0.0292226
chr1	6921117	6921175	0.946782666666667	0.972140333333333
chr1	954985	955029	0	0.0253555666666667
chr1	1162067	1162155	0.92185	0.947204666666667
chr1	6044316	6044449	0.95	0.975308666666667
chr1	3448118	3448155	0.00184162	0.0271447666666667
chr1	1208858	1208906	0	0.0252932
chr1	1332053	1332119	0.960974	0.986259
chr1	2706349	2706410	0.0393188	0.0645825333333333
chr1	1051875	1052016	0	0.02525096
chr1	1167339	1167410	0	0.0252508666666667
chr1	1950545	1950582	0.0352941333333333	0.0604794666666667
chr1	1341748	1341861	0.301852	0.327030666666667
chr1	7764669	7764724	0	0.0251224266666667
chr1	6358596	6358671	0.936508	0.961624666666667
chr1	9353487	9353516	0	0.0251123666666667
chr1	6844519	6844561	0.00757576666666667	0.0326610333333333
chr1	1280871	1280936	0.938427666666667	0.963488
chr1	9353024	9353071	0	0.0250550333333333
chr1	8573587	8573694	0.919871666666667	0.944905
chr1	990213	990292	0.772295333333333	0.797326666666667
chr1	1310715	1310851	0	0.025
chr1	7764758	7764798	0.00308642	0.0280864
chr1	3654993	3655028	0.933846666666667	0.958822
chr1	1314534	1314637	0.950534	0.975495
chr1	1284943	1284985	0.00245098	0.0274060666666667
chr1	3655722	3655816	0.935185333333333	0.960138666666667
chr1	7281150	7281201	0.949275333333333	0.97418
chr1	1209020	1209102	0	0.0248858333333333
chr1	2477774	2477847	0.00350876666666667	0.0283825666666667
chr1	9861773	9861839	0.940476	0.965311666666667
chr1	937291	937345	0.0104166666666667	0.0351887666666667
chr1	1447901	1447957	0	0.0247632
chr1	3712773	3712842	0.0119047666666667	0.0366416333333333
chr1	1283982	1284037	0	0.0246913666666667
chr1	1167557	1167601	0.00308642	0.0276949666666667
chr1	6239724	6239764	0.0087753	0.033372
chr1	5920146	5920265	0.966666666666667	0.991228
chr1	1559902	1560024	0.857143	0.881684666666667
chr1	2126013	2126068	0	0.0245376
chr1	1209103	1209154	0.00317460333333333	0.0276841333333333
chr1	1691451	1691554	0.935078333333333	0.959585
chr1	6845722	6845765	0	0.0244771
chr1	1243503	1243535	0	0.0244743666666667
chr1	1822375	1822418	0	0.0244632
chr1	1976382	1976481	0	0.0244472333333333
chr1	5920044	5920145	0.958492666666667	0.982906
chr1	6649009	6649172	0.947551	0.971960666666667
chr1	6453273	6453316	0	0.0243861
chr1	859637	859680	0.00554016666666667	0.0299096
chr1	1820134	1820200	0.607936666666667	0.632259333333333
chr1	872428	872517	0.930089333333333	0.954397666666667
chr1	3528224	3528264	0	0.0242967
chr1	2199373	2199412	0.938696333333333	0.962934
chr1	1446993	1447114	0	0.0242239333333333
chr1	2184391	2184458	0.969697	0.993883666666667
chr1	6453172	6453272	0.0192654	0.04344895
chr1	3541669	3541698	0	0.0241368
chr1	7104399	7104491	0.95127	0.975323
chr1	876948	877030	0.0124708666666667	0.0365092
chr1	1042188	1042255	0.954692333333333	0.978679
chr1	2254081	2254149	0.950926	0.974867666666667
chr1	865733	865806	0.976190333333333	1
chr1	8877847	8877979	0	0.0238095333333333
chr1	9970850	9970920	0	0.0238095333333333
chr1	9599816	9599866	0.00143678	0.025239
chr1	8877670	8877783	0.0079365	0.0316041333333333
chr1	1551415	1551459	0	0.0236491666666667
chr1	6674449	6674497	0.00241546	0.0260353566666667
chr1	1017406	1017457	0.943127666666667	0.966734
chr1	955087	955154	0.00350876666666667	0.02708864
chr1	8483685	8483720	0	0.0235672666666667
chr1	6564228	6564286	0.93797	0.961524666666667
chr1	1510283	1510375	0	0.0235517333333333
chr1	6614388	6614455	0	0.0234962333333333
chr1	2235616	2235654	0.948822333333333	0.972308666666667
chr1	7292665	7292729	0.922685333333333	0.946154333333333
chr1	955477	955510	0	0.0234356166666667
chr1	8943278	8943314	0.936508	0.959927666666667
chr1	8763324	8763429	0.00396826666666667	0.0273851666666667
chr1	1709711	1709766	0	0.0233683
chr1	6453840	6453887	0.010101	0.0334531066666667
chr1	3712557	3712621	0	0.0233456
chr1	6295767	6295823	0	0.0232453
chr1	2159320	2159400	0	0.0232372
chr1	3773533	3773563	0	0.0232186333333333
chr1	6240297	6240339	0.0143431666666667	0.0375243
chr1	8483721	8483799	0.00801246666666667	0.0311875666666667
chr1	5983166	5983232	0.962963	0.986135
chr1	1080156	1080204	0.503717	0.526856333333333
chr1	6845969	6846015	0	0.0231174
chr1	1310413	1310449	0.00129701666666667	0.0243553666666667
chr1	9295092	9295140	0	0.0230401666666667
chr1	1821787	1821829	0.0110303033333333	0.0340194666666667
chr1	3541743	3541834	0.00438596666666667	0.02736519
chr1	6673950	6674002	0	0.0229629666666667
chr1	2458039	2458122	0	0.0229045
chr1	2323100	2323157	0	0.0228718
chr1	754137	754173	0.940636	0.963503666666667
chr1	2408012	2408057	0.931136	0.953950333333333
chr1	9884148	9884193	0.00298941666666667	0.0257997
chr1	2986855	2986925	0.000925926666666667	0.0236811666666667
chr1	662706	662880	0.0114942666666667	0.0341832333333333
chr1	919867	919915	0.309697	0.3323516
chr1	1052187	1052218	0.00264550333333333	0.0252617666666667
chr1	1167918	1167954	0.00992569	0.0324882333333333
chr1	1167766	1167917	0.00520833333333333	0.0277538333333333
chr1	1002733	1002765	0.918619333333333	0.941149666666667
chr1	6259338	6259393	0	0.0224458333333333
chr1	8938728	8938807	0	0.02242666
chr1	9295164	9295188	0	0.0223942
chr1	1243401	1243452	0.00132275	0.0236854
chr1	8483864	8483926	0.00264550333333333	0.02496617
chr1	1535318	1535477	0	0.0223016
chr1	896438	896517	0.00244134	0.0247317666666667
chr1	6410322	6410471	0.933333333333333	0.955590333333333
chr1	2126516	2126547	0	0.0222370333333333
chr1	1342062	1342200	0	0.0222222333333333
chr1	9970421	9970444	0	0.0222222333333333
chr1	2518110	2518142	0	0.0222222
chr1	2323522	2323592	0.00559162666666667	0.0277327
chr1	6761946	6761974	0.00938833333333333	0.0315282366666667
chr1	843221	843313	0.926315666666667	0.948404333333333
chr1	995033	995095	0	0.0220486333333333
chr1	7764547	7764571	0	0.022043
chr1	877270	877313	0.00531913333333333	0.0273143
chr1	1455586	1455704	0.962273666666667	0.984265333333333
chr1	7764068	7764122	0.00595236666666667	0.0279331333333333
chr1	9353201	9353258	0.00256410333333333	0.0245393333333333
chr1	6844325	6844391	0.00396826666666667	0.0259203666666667
chr1	7844354	7844392	0.0054945	0.0274374333333333
chr1	1822040	1822105	0	0.0218623
chr1	3631264	3631343	0.924908333333333	0.946737333333333
chr1	2159909	2159939	0.00292397666666667	0.0247430666666667
chr1	2158757	2158780	0	0.0218129633333333
chr1	3200696	3200757	0.0202020333333333	0.041939
chr1	6844597	6844717	0	0.0217209666666667
chr1	1051321	1051371	0.00202020333333333	0.0236903666666667
chr1	2288140	2288233	0.932133	0.953785333333333
chr1	1480706	1480831	0.961111333333333	0.982758666666667
chr1	3541699	3541727	0.00308642	0.0247264666666667
chr1	9749863	9749918	0.0125	0.0341398
chr1	1431486	1431520	0.973684333333333	0.995305
chr1	6663128	6663169	0	0.0215924666666667
chr1	1551642	1551681	0	0.0215764
chr1	1243852	1243919	0	0.02157096
chr1	1270980	1271013	0.978535333333333	1
chr1	2160195	2160248	0	0.0214605
chr1	1244531	1244585	0.00198412666666667	0.0233964333333333
chr1	6693024	6693150	0.953216333333333	0.974586333333333
chr1	3566374	3566426	0	0.0213603
chr1	6443234	6443339	0.940476333333333	0.961825
chr1	1342392	1342444	0	0.0213485666666667
chr1	7765012	7765043	0	0.0213484333333333
chr1	7720843	7720948	0.954545333333333	0.975878666666667
chr1	1209619	1209763	0	0.0213293666666667
chr1	8086145	8086219	0	0.02130116
chr1	4675264	4675323	0.898562	0.919857666666667
chr1	2182298	2182325	0.937593333333333	0.958886
chr1	9649039	9649071	0	0.0212798333333333
chr1	2343820	2343914	0	0.0212181666666667
chr1	840279	840318	0.00416666666666667	0.0253441533333333
chr1	7973866	7973933	0.902509	0.923664666666667
chr1	1447511	1447556	0	0.0211538333333333
chr1	3663612	3663680	0.004662	0.0257160666666667
chr1	6845882	6845913	0	0.0210064333333333
chr1	859264	859328	0.00171821333333333	0.0227161666666667
chr1	1551214	1551240	0	0.0209857333333333
chr1	5951985	5952068	0.953703666666667	0.974683666666667
chr1	1051835	1051874	0	0.0209745666666667
chr1	8763474	8763511	0	0.0209638
chr1	1535478	1535543	0	0.0209553666666667
chr1	8378022	8378059	0.0074074	0.0283467666666667
chr1	1167218	1167255	0	0.02093077
chr1	969010	969041	0.0175438666666667	0.0384574333333333
chr1	7785166	7785209	0.949563666666667	0.970473333333333
chr1	1540635	1540689	0.883861333333333	0.904762
chr1	1363124	1363169	0.00383143333333333	0.0247138333333333
chr1	1484230	1484311	0.834596333333333	0.855434666666667
chr1	6557329	6557358	0	0.0208346666666667
chr1	714254	714299	0.00106496333333333	0.0218409
chr1	2458151	2458217	0	0.0207586
chr1	1709403	1709453	0.0076923	0.0284426666666667
chr1	2403699	2403734	0.740211333333333	0.760944333333333
chr1	9749706	9749764	0.00177305	0.0224802333333333
chr1	6130853	6130926	0.948245666666667	0.968929
chr1	4794885	4794970	0.723611	0.744256333333333
chr1	8021745	8021815	0	0.0206233333333333
chr1	877171	877199	0.0104166666666667	0.0310279666666667
chr1	3773209	3773244	0	0.0205995
chr1	875816	875919	0	0.0205533533333333
chr1	3568824	3568885	0	0.0205452
chr1	995006	995032	0	0.0205361333333333
chr1	1823046	1823208	0	0.0205210766666667
chr1	935978	936017	0	0.0205128333333333
chr1	9666478	9666617	0.966666666666667	0.987179333333333
chr1	2344561	2344622	0	0.0204851466666667
chr1	6545539	6545608	0.00688706666666667	0.0273372
chr1	8086220	8086267	0.00109649	0.0215357333333333
chr1	6673172	6673224	0	0.0204245
chr1	6052332	6052388	0	0.0204199666666667
chr1	8021511	8021559	0	0.0204022333333333
chr1	1272218	1272269	0.957427666666667	0.977777666666667
chr1	2323662	2323690	0	0.02033716
chr1	7452504	7452609	0.766666666666667	0.786936333333333
chr1	1237844	1237998	0.952381	0.972587666666667
chr1	1509755	1509794	0	0.0202062
chr1	7764613	7764662	0	0.0201959666666667
chr1	8483800	8483863	0.0108343866666667	0.0310271666666667
chr1	3568728	3568789	0	0.0201776233333333
chr1	1260311	1260335	0	0.0201431666666667
chr1	2343976	2344071	0.0125	0.0326259433333333
chr1	6673292	6673338	0	0.0200826666666667
chr1	6557440	6557471	0.00389863333333333	0.0239729333333333
chr1	1464433	1464537	0.966049333333333	0.986111
chr1	2272463	2272523	0.944444333333333	0.964444333333333
chr1	6663094	6663127	0.00954591666666667	0.0295214666666667
chr1	2457523	2457602	0	0.0199676666666667
chr1	3541079	3541142	0	0.0199648666666667
chr1	2159494	2159576	0	0.0199499666666667
chr1	762793	762881	0.0123456666666667	0.0322706
chr1	1821864	1821902	0	0.0198788666666667
chr1	6276713	6276780	0.942871333333333	0.962728333333333
chr1	3378992	3379106	0.785714333333333	0.805555666666667
chr1	1624416	1624467	0.00326797333333333	0.02309678
chr1	5772268	5772343	0.936265666666667	0.956056666666667
chr1	2478166	2478220	0.00833333333333333	0.0280751
chr1	1550800	1550854	0	0.0196428566666667
chr1	9883493	9883537	0.00289855	0.0225351333333333
chr1	6150512	6150559	0.946774666666667	0.966387
chr1	1535728	1535797	0.0231481333333333	0.042736
chr1	6320956	6321016	0.00551877666666667	0.0250766666666667
chr1	2574421	2574459	0	0.0195549333333333
chr1	1259909	1259943	0	0.0195537333333333
chr1	2159988	2160050	0	0.0195504333333333
chr1	3447677	3447795	0	0.0194677866666667
chr1	2377837	2377970	0.347222333333333	0.366666533333333
chr1	6240658	6240777	0.0995726	0.118979633333333
chr1	9131659	9131709	0.951544666666667	0.970933333333333
chr1	6846101	6846124	0	0.0193798333333333
chr1	2337201	2337253	0.877451	0.896825333333333
chr1	9353325	9353406	0.00155038666666667	0.02089706
chr1	6239463	6239513	0.0212193033333333	0.0405346333333333
chr1	1244037	1244139	0	0.0192909
chr1	1850549	1850696	0	0.0192868466666667
chr1	6685428	6685463	0	0.0192505766666667
chr1	894559	894650	0.0208333333333333	0.0400701
chr1	9599674	9599717	0.00520833333333333	0.0244391
chr1	2246310	2246349	0.00155763333333333	0.02075
chr1	6614237	6614289	0.0044643	0.0236507666666667
chr1	955772	955802	0.00215053666666667	0.0212511666666667
chr1	805411	805466	0	0.0190929666666667
chr1	9189649	9189699	0	0.0190732333333333
chr1	8384418	8384512	0.938624666666667	0.957692
chr1	9599867	9599898	0	0.0190637166666667
chr1	6844757	6844822	0.00462963333333333	0.023689
chr1	9935182	9935281	0	0.0190476333333333
chr1	6845834	6845864	0.00231481333333333	0.0213457266666667
chr1	2428333	2428435	0.899801666666667	0.918780333333333
chr1	6817716	6817824	0.915204666666667	0.934149
chr1	1249460	1249638	0.961111333333333	0.980024
chr1	2246095	2246120	0.00124378	0.0201563733333333
chr1	1489544	1489587	0.961566333333333	0.980453666666667
chr1	2986139	2986165	0.00770962666666667	0.0265631666666667
chr1	6259412	6259490	0.00160256333333333	0.0204355
chr1	1051796	1051834	0	0.0188287666666667
chr1	6586741	6586827	0.923835	0.942654
chr1	9376808	9376911	0.929262	0.948077
chr1	6672835	6672973	0.003367	0.0221819333333333
chr1	6360666	6360693	0.964285666666667	0.983072333333333
chr1	4697674	4697718	0.947008666666667	0.965789333333333
chr1	1244586	1244643	0.00677020333333333	0.02554941
chr1	7764799	7764853	0	0.01877505
chr1	2344072	2344101	0	0.0187696533333333
chr1	1510407	1510525	0	0.0187587166666667
chr1	859047	859085	0.0107527	0.0295093666666667
chr1	1819147	1819213	0.941135666666667	0.959889333333333
chr1	3712622	3712662	0.0133333333333333	0.0320261666666667
chr1	6674524	6674560	0	0.0186846733333333
chr1	1710262	1710305	0.00483093333333333	0.0234927
chr1	2542597	2542666	0.0531746333333333	0.0718292666666667
chr1	1510526	1510584	0	0.0186243333333333
chr1	9749552	9749591	0.00378786666666667	0.0223902666666667
chr1	1550725	1550799	0	0.0185987
chr1	935235	935267	0.00490196666666667	0.0234948466666667
chr1	9353517	9353593	0	0.0185891333333333
chr1	6681677	6681864	0.952381	0.970961666666667
chr1	1551460	1551520	0	0.0185805333333333
chr1	1334557	1334617	0	0.0185590333333333
chr1	5882042	5882105	0.924558	0.943108
chr1	9749514	9749551	0	0.0185374
chr1	2158982	2159087	0	0.0185241
chr1	2522225	2522329	0.944444333333333	0.962963
chr1	8939390	8939525	0	0.0185185333333333
chr1	1624567	1624639	0	0.0184572933333333
chr1	877200	877269	0.0036036	0.0220549666666667
chr1	6143708	6143755	0.936845	0.955269
chr1	6453317	6453426	0.00925926666666667	0.02767358
chr1	6547585	6547683	0.954545333333333	0.972943666666667
chr1	9648587	9648673	0	0.0183950633333333
chr1	1551260	1551299	0.00264550333333333	0.0210278333333333
chr1	1551521	1551572	0.00463541666666667	0.0229861133333333
chr1	1209264	1209348	0	0.0183376133333333
chr1	6545882	6545916	0.0188537666666667	0.0371862333333333
chr1	6321334	6321412	0	0.0182888
chr1	1821530	1821575	0	0.0182840666666667
chr1	3568790	3568823	0.00781343666666667	0.0260932666666667
chr1	9883448	9883492	0.00229885	0.0205751366666667
chr1	8890405	8890472	0.959523666666667	0.977777666666667
chr1	1235141	1235193	0.964943333333333	0.98318
chr1	6674060	6674120	0	0.01823633
chr1	1259783	1259841	0	0.0182302666666667
chr1	6051630	6051692	0.00462963333333333	0.0228153666666667
chr1	7122574	7122674	0.921417666666667	0.939598333333333
chr1	975881	976049	0	0.0181609333333333
chr1	3712843	3712952	0	0.0181204333333333
chr1	2706524	2706593	0.0284129666666667	0.0465027666666667
chr1	2518395	2518436	0	0.0180892933333333
chr1	6170013	6170075	0.649995666666667	0.668068
chr1	1259842	1259908	0.00418555	0.0222358333333333
chr1	1840380	1840468	0.00173611	0.0197530966666667
chr1	859954	859981	0.00310077666666667	0.0210692966666667
chr1	1535195	1535317	0.00516796666666667	0.0230970666666667
chr1	3773494	3773532	0.00350876666666667	0.0213911
chr1	1208990	1209019	0	0.0178582333333333
chr1	1407029	1407126	0	0.0178571333333333
chr1	838295	838370	0.941603666666667	0.959410666666667
chr1	2246378	2246405	0	0.0178032333333333
chr1	997828	997900	0	0.0177587566666667
chr1	9189285	9189321	0.00493826666666667	0.0226037666666667
chr1	4832584	4832642	0.895927333333333	0.913542666666667
chr1	6145825	6145871	0.946926333333333	0.964536
chr1	2574847	2574900	0	0.0176000266666667
chr1	1821734	1821786	0	0.0175811333333333
chr1	2574775	2574846	0.008547	0.0261055333333333
chr1	861054	861098	0	0.0174980666666667
chr1	2147513	2147598	0.952862	0.970337666666667
chr1	1612025	1612075	0.941503	0.958969333333333
chr1	7700220	7700288	0.961206	0.978669666666667
chr1	6126115	6126166	0.966641666666667	0.984091
chr1	2517236	2517262	0	0.0174485666666667
chr1	8939155	8939187	0	0.0174394333333333
chr1	2428217	2428248	0.929528333333333	0.946927
chr1	9189213	9189239	0	0.0173750333333333
chr1	2205272	2205389	0.946428666666667	0.963648333333333
chr1	6121424	6121455	0.863248	0.880432
chr1	1004497	1004538	0	0.0171122833333333
chr1	2159259	2159288	0.00187266	0.0189114
chr1	9673067	9673174	0.965079333333333	0.982093
chr1	1363066	1363106	0.00786240333333333	0.0248730666666667
chr1	1821830	1821863	0.00689656666666667	0.0238970666666667
chr1	8085770	8085850	0.0064935	0.0233999666666667
chr1	7843968	7844039	0	0.0167874266666667
chr1	6106469	6106538	0.930423666666667	0.947199333333333
chr1	6663035	6663093	0	0.0167133533333333
chr1	1407127	1407172	0	0.0166666666666667
chr1	2518200	2518240	0	0.0166666666666667
chr1	3528029	3528054	0	0.0166666666666667
chr1	6661667	6661808	0	0.0166666666666667
chr1	6259491	6259559	0	0.01665382
chr1	8877784	8877838	0.00406503333333333	0.0207013333333333
chr1	859375	859437	0	0.0166193333333333
chr1	2136597	2136626	0	0.0165660666666667
chr1	3713084	3713114	0.00396826666666667	0.0205176666666667
chr1	3541916	3541989	0	0.0165123333333333
chr1	4714955	4715036	0.0127837833333333	0.0292906333333333
chr1	714532	714582	0	0.01650125
chr1	1002619	1002732	0.925396666666667	0.941871
chr1	6557568	6557603	0.00564901666666667	0.0221233266666667
chr1	6659205	6659265	0.962698666666667	0.979166666666667
chr1	6453102	6453126	0	0.0164609
chr1	877424	877456	0	0.01646066
chr1	2159672	2159732	0.00283833666666667	0.0192796966666667
chr1	6845571	6845629	0	0.0163934333333333
chr1	955803	955836	0.0110512	0.0274382333333333
chr1	6453514	6453560	0.00246913666666667	0.0188507366666667
chr1	1243261	1243304	0	0.0163741966666667
chr1	8204991	8205057	0.983652333333333	1
chr1	6474659	6474754	0.0392156666666667	0.0555556666666667
chr1	3817822	3817883	0.0047619	0.0210884333333333
chr1	1284176	1284326	0	0.01629315
chr1	3527706	3527841	0	0.0162823333333333
chr1	1243453	1243497	0	0.0162794633333333
chr1	7843570	7843617	0	0.0161954133333333
chr1	6675190	6675247	0	0.0161665333333333
chr1	3612336	3612429	0.0444443333333333	0.060606
chr1	1611490	1611595	0.959523666666667	0.975664333333333
chr1	6685392	6685427	0.00394459333333333	0.0200509333333333
chr1	1231815	1231869	0.974348666666667	0.990453333333333
chr1	1447557	1447617	0	0.0160784533333333
chr1	2041811	2041843	0.923035333333333	0.939064
chr1	8390769	8390836	0.935151	0.95116
chr1	859438	859468	0.00652272	0.0225035
chr1	2214557	2214632	0.965812	0.981789333333333
chr1	2136407	2136448	0	0.0159628033333333
chr1	6844917	6844943	0	0.01594313
chr1	8484174	8484251	0.00222222333333333	0.0181652
chr1	8484310	8484371	0	0.0159091
chr1	937364	937442	0	0.0159090866666667
chr1	2375098	2375124	0.00380953333333333	0.0197027333333333
chr1	6389450	6389576	0.952381	0.968254
chr1	2517280	2517397	0	0.015873
chr1	2158781	2158890	0	0.0158642633333333
chr1	1203181	1203288	0.965598333333333	0.981458666666667
chr1	9649196	9649224	0.0015873	0.0174405
chr1	1244425	1244496	0	0.01578284
chr1	8938808	8938874	0	0.0157691666666667
chr1	7831218	7831284	0	0.0157600233333333
chr1	1243059	1243084	0.00343643333333333	0.0191391333333333
chr1	1164501	1164554	0.944405666666667	0.960103333333333
chr1	881430	881586	0.954678333333333	0.970374666666667
chr1	6614070	6614106	0	0.0156699666666667
chr1	6550111	6550146	0	0.0156594666666667
chr1	1551704	1551747	0	0.0156507033333333
chr1	6845023	6845122	0	0.0156325033333333
chr1	2259971	2260048	0.968254	0.983871
chr1	7319166	7319247	0.915954666666667	0.931547666666667
chr1	1509819	1509884	0	0.0155804666666667
chr1	6640121	6640305	0.00724636666666667	0.0228037
chr1	1709496	1709627	0	0.01554159
chr1	7764240	7764264	0.0107588033333333	0.0262840066666667
chr1	1470836	1470922	0.93258	0.948088
chr1	1710165	1710194	0.0079772	0.0234595666666667
chr1	896557	896599	0.0253765	0.0408571
chr1	2411083	2411136	0.86937	0.88482
chr1	935463	935533	0.017142	0.0325907
chr1	994825	994893	0	0.0154240933333333
chr1	1623803	1623931	0	0.0153831666666667
chr1	1363190	1363230	0.00798318666666667	0.0233650333333333
chr1	2159844	2159883	0.00548696666666667	0.0208247
chr1	1710208	1710261	0.00997255666666667	0.0252999333333333
chr1	3816570	3816602	0	0.0152979
chr1	9295213	9295333	0	0.01528418
chr1	840319	840356	0.00714286666666667	0.0224016
chr1	6184641	6184681	0.958804	0.974044
chr1	865538	865582	0.952155	0.967370333333333
chr1	8939066	8939154	0	0.01520203
chr1	6674727	6674779	0	0.0151943333333333
chr1	6846016	6846095	0	0.0151910333333333
chr1	7708552	7708736	0.666666666666667	0.681818333333333
chr1	9861840	9861908	0.955119333333333	0.970242
chr1	2574292	2574420	0	0.0150717366666667
chr1	3541857	3541915	0	0.0150704633333333
chr1	8378356	8378464	0	0.01505302
chr1	1118076	1118151	0.573290666666667	0.5883401
chr1	1821953	1821999	0.00838573333333333	0.0233974666666667
chr1	9970452	9970481	0	0.0150052333333333
chr1	7693746	7693811	0.956521666666667	0.971503666666667
chr1	2574188	2574254	0	0.0149532666666667
chr1	9599488	9599515	0.00472996	0.0196606
chr1	3689239	3689317	0	0.01492499
chr1	7764396	7764432	0.01145051	0.0263749666666667
chr1	9749382	9749463	0	0.0149026
chr1	914795	914838	0.80887	0.823766333333333
chr1	3569186	3569221	0.0128205	0.0277166066666667
chr1	2447669	2447719	0.9589	0.973785
chr1	1310493	1310581	0.0060606	0.0209408433333333
chr1	6052713	6052811	0	0.0148758666666667
chr1	859173	859204	0.00189394	0.0167163666666667
chr1	9791200	9791325	0.970868333333333	0.985673333333333
chr1	1167305	1167338	0.00784313333333333	0.0226431
chr1	9295376	9295437	0.00746756	0.0222222333333333
chr1	6557749	6557778	0	0.0147472833333333
chr1	1284986	1285014	0.00451388666666667	0.0192554333333333
chr1	848593	848661	0.9375	0.952227666666667
chr1	1050810	1050845	0.0141612333333333	0.0288705666666667
chr1	1243137	1243255	0	0.01467742
chr1	2864015	2864060	0.0422322666666667	0.0569019333333333
chr1	2158919	2158960	0	0.0146592
chr1	881587	881643	0.969001666666667	0.983604
chr1	1242982	1243020	0.0070922	0.0216474
chr1	9884291	9884358	0	0.0145522866666667
chr1	1209349	1209404	0.0148148	0.0293368333333333
chr1	1052017	1052043	0.0113636333333333	0.0258450666666667
chr1	3528445	3528490	0.003663	0.0181409866666667
chr1	6550147	6550200	0	0.0144015166666667
chr1	952794	952955	0.924836333333333	0.939211
chr1	8085951	8085975	0.0123456666666667	0.0267131
chr1	2339483	2339593	0.898148	0.9125
chr1	3712408	3712514	0.0193636	0.0337043
chr1	6844718	6844756	0	0.0143385666666667
chr1	1322834	1322908	0.975961666666667	0.990295
chr1	1850824	1850901	0	0.01433029
chr1	6332045	6332072	0.970512666666667	0.984798333333333
chr1	6640072	6640120	0	0.0142721666666667
chr1	8421667	8421761	0.937963	0.952232
chr1	5779237	5779310	0.648193666666667	0.662433666666667
chr1	6557359	6557430	0	0.0142399333333333
chr1	6051754	6051814	0	0.0142297
chr1	1167602	1167627	0	0.0142238666666667
chr1	1551573	1551623	0	0.0142196
chr1	1284536	1284574	0.00517207666666667	0.0193594666666667
chr1	9294825	9294893	0	0.014179
chr1	9189240	9189284	0.0045045	0.0186805666666667
chr1	3541990	3542085	0	0.0141473
chr1	8483540	8483587	0	0.01413977
chr1	9648960	9649029	0.00680273333333333	0.0209351733333333
chr1	9867110	9867172	0.96	0.97411
chr1	2987654	2987726	0.0668651	0.0809426666666667
chr1	6844974	6845003	0.008547	0.0226186166666667
chr1	2518143	2518199	0	0.01406927
chr1	1051193	1051320	0	0.0140514166666667
chr1	9353808	9353841	0.00653593333333333	0.0205811666666667
chr1	1361583	1361650	0.407412	0.421449666666667
chr1	3541565	3541668	0	0.0139712
chr1	1709872	1709970	0	0.01397018
chr1	2457851	2457881	0	0.0139611666666667
