,chr,start,end,healthy1-V,healthy2-V,healthy3-V,nbl1-V,nbl2-V,nbl3-V
1221,chr1,1376719,1376755,0.3,0.290909,0.375,0.402439,0.9375,0.571429
1222,chr1,1376978,1377050,0.833333,0.842105,0.8,0.898477,0.944444,0.0
1223,chr1,1377515,1377543,0.952381,0.977273,1.0,0.968085,0.941176,0.0
1224,chr1,1377544,1377655,0.470588,0.956522,0.875,0.834646,0.836066,0.0384615
1225,chr1,1378618,1378733,0.714286,0.846154,0.714286,0.647059,0.833333,0.0
1226,chr1,1381237,1381348,0.933333,0.888889,0.897436,0.666667,0.75,0.277778
1227,chr1,1385047,1385122,0.894737,0.9375,0.921053,0.886364,0.95,0.0
1228,chr1,1385430,1385560,0.928571,1.0,1.0,0.847619,0.921875,0.333333
1229,chr1,1386168,1386213,0.9375,0.90625,0.895833,0.607843,0.906977,0.0454545
1230,chr1,1386227,1386343,1.0,0.76,0.8,0.757143,0.927273,0.155556
1231,chr1,1386344,1386512,0.666667,0.666667,1.0,0.533333,0.9,0.0
1232,chr1,1388334,1388413,1.0,0.92,0.933333,0.876404,0.968421,0.0
1233,chr1,1388414,1388478,0.888889,0.958333,0.9,0.839378,0.9375,0.0
1234,chr1,1388479,1388674,1.0,1.0,0.888889,0.9125,1.0,0.0333333
1235,chr1,1390694,1390720,0.880952,0.8,0.923077,0.792683,0.818182,0.0769231
1236,chr1,1390945,1391033,0.90625,0.8,0.833333,0.895918,0.913978,0.270833
1237,chr1,1391034,1391071,0.578947,0.869565,0.7,0.371648,0.6,0.0
1238,chr1,1391231,1391274,0.72973,0.884615,0.588235,0.857143,0.948718,0.142857
1239,chr1,1395331,1395410,1.0,1.0,1.0,0.5,0.766667,0.0
1240,chr1,1395851,1395924,0.0555556,0.121739,0.159091,0.916549,0.987421,0.046875
1241,chr1,1396279,1396366,0.5,0.472222,0.625,0.75,0.875,0.125
1242,chr1,1397915,1397952,0.0833333,0.423077,0.55,0.0361446,0.142857,0.04
1243,chr1,1397953,1398055,0.666667,0.566667,0.47619,0.409836,0.894737,0.0
1244,chr1,1400358,1400425,0.928571,0.92,1.0,0.952174,0.925532,0.0555556
1245,chr1,1400426,1400563,0.5,1.0,0.0,0.756757,0.782609,0.05
1246,chr1,1406878,1406904,0.0,0.0,0.0,0.0208333,0.0208333,0.0357143
1247,chr1,1406966,1407013,0.0,0.0,0.0,0.0104712,0.0375,0.0285714
1248,chr1,1407029,1407126,0.0,0.0,0.0,0.0,0.0178571,0.0357143
1249,chr1,1407127,1407172,0.0,0.0,0.0,0.0,0.0,0.05
1250,chr1,1407173,1407233,0.0,0.0,0.0,0.015616,0.0347222,0.0432692
1251,chr1,1407234,1407344,0.0,0.0,0.0,0.00584795,0.0,0.00925926
1252,chr1,1407345,1407381,0.0,0.0,0.0,0.021875,0.0,0.0
1253,chr1,1407517,1407573,0.0,0.0125,0.0,0.0174419,0.0277778,0.0
1254,chr1,1413672,1413799,1.0,0.714286,1.0,0.916667,1.0,1.0
1255,chr1,1413942,1414065,1.0,1.0,0.875,0.989011,1.0,1.0
1256,chr1,1414066,1414110,1.0,0.75,1.0,0.885714,0.833333,1.0
1257,chr1,1417293,1417326,1.0,0.989583,0.980769,0.948387,1.0,1.0
1258,chr1,1417327,1417377,0.976,0.793478,0.956522,0.732759,1.0,0.964286
1259,chr1,1417446,1417582,1.0,1.0,1.0,0.943262,0.95,1.0
1260,chr1,1417974,1418078,1.0,1.0,1.0,0.965517,0.96,1.0
1261,chr1,1418463,1418598,1.0,1.0,1.0,0.941176,0.916667,0.958333
1262,chr1,1419292,1419322,0.984375,0.95,1.0,0.964206,1.0,0.971429
1263,chr1,1421264,1421352,0.875,0.655172,0.733333,0.964618,0.983471,0.981481
1264,chr1,1421353,1421410,0.931507,0.768519,0.555556,0.966632,0.961111,0.969697
1265,chr1,1421411,1421483,0.7,0.586538,0.588235,0.984799,1.0,0.96875
1266,chr1,1421484,1421549,0.384615,1.0,0.785714,1.0,0.982143,1.0
1267,chr1,1423766,1423851,1.0,1.0,1.0,1.0,0.846154,1.0
1268,chr1,1423852,1423994,1.0,1.0,1.0,0.866667,1.0,1.0
1269,chr1,1425242,1425358,1.0,1.0,0.957447,0.971119,0.928571,0.972222
1270,chr1,1425359,1425432,0.946667,1.0,0.974359,0.960656,0.980769,0.962963
1271,chr1,1425786,1425823,0.989796,1.0,0.985294,0.903846,0.944444,1.0
1272,chr1,1425878,1426018,1.0,1.0,1.0,1.0,0.964286,1.0
1273,chr1,1429896,1429921,1.0,1.0,1.0,0.994318,0.9375,0.928571
1274,chr1,1431008,1431073,1.0,0.95122,0.866667,0.96875,1.0,1.0
1275,chr1,1431486,1431520,1.0,0.921053,1.0,0.985915,1.0,1.0
1276,chr1,1435066,1435134,0.953125,0.93617,0.8,0.951724,1.0,0.947368
1277,chr1,1435135,1435240,1.0,0.75,1.0,0.960526,0.983333,0.95
1278,chr1,1435241,1435369,1.0,0.971429,0.8,0.974359,0.819048,0.963636
1279,chr1,1435370,1435437,0.947368,0.967742,0.971429,0.869159,0.941176,0.772727
1280,chr1,1435438,1435572,1.0,1.0,1.0,0.827586,0.953488,1.0
1281,chr1,1437984,1438051,1.0,1.0,1.0,0.879433,0.941176,0.903226
1282,chr1,1438081,1438186,0.886792,0.903846,0.882353,0.967742,0.943548,0.892857
1283,chr1,1439117,1439273,1.0,1.0,1.0,0.914894,0.833333,0.583333
1284,chr1,1439274,1439409,1.0,1.0,1.0,0.9,1.0,1.0
1285,chr1,1439410,1439527,1.0,0.916667,1.0,0.97351,0.988095,0.9
1286,chr1,1446001,1446082,0.904762,1.0,0.961538,0.968354,0.983333,1.0
1287,chr1,1446931,1446992,0.0,0.00806452,0.0,0.0170426,0.0167224,0.0104167
1288,chr1,1446993,1447114,0.0,0.0,0.0,0.0115607,0.0277778,0.0333333
1289,chr1,1447250,1447361,0.0,0.0,0.0,0.00229358,0.0357143,0.0480769
1290,chr1,1447511,1447556,0.0,0.0,0.0,0.0,0.025,0.0384615
1291,chr1,1447557,1447617,0.0,0.0,0.0,0.0125,0.00795756,0.0277778
1292,chr1,1447901,1447957,0.0,0.0,0.0,0.0111317,0.0631579,0.0
1293,chr1,1449135,1449201,0.876448,0.897143,0.88,0.0816523,0.88764,0.925
1294,chr1,1449202,1449330,1.0,0.888889,0.952381,0.0547945,0.7,0.916667
1295,chr1,1449783,1449864,0.8125,0.683544,0.647059,0.910755,0.925926,0.833333
1296,chr1,1450464,1450548,1.0,0.941176,1.0,0.970085,0.972973,1.0
1297,chr1,1452468,1452608,1.0,1.0,1.0,0.982222,0.988095,0.982456
1298,chr1,1452609,1452732,0.866667,1.0,1.0,0.6,1.0,0.966667
1299,chr1,1455449,1455585,1.0,1.0,1.0,0.952,0.933333,1.0
1300,chr1,1455586,1455704,0.944444,0.953488,0.988889,0.976045,0.984783,0.991968
1301,chr1,1456535,1456602,1.0,1.0,0.97619,0.968627,0.96875,1.0
1302,chr1,1456830,1456907,0.988095,0.88,1.0,0.772727,1.0,0.981818
1303,chr1,1456942,1456972,0.973684,0.904762,1.0,0.98249,0.916667,0.977273
1304,chr1,1457269,1457397,1.0,1.0,1.0,0.954545,0.916667,1.0
1305,chr1,1457398,1457511,1.0,1.0,1.0,0.989796,0.988095,0.972222
1306,chr1,1457835,1457977,0.0,0.9,1.0,0.969697,1.0,1.0
1307,chr1,1457978,1458093,1.0,0.928571,0.958333,0.887255,0.973684,0.954545
1308,chr1,1458094,1458185,1.0,1.0,0.885714,1.0,0.8,1.0
1309,chr1,1458699,1458738,0.979167,1.0,0.96,0.958525,0.982143,0.941176
1310,chr1,1458767,1458884,1.0,1.0,0.714286,0.973684,0.980392,1.0
1311,chr1,1458897,1458968,0.87013,0.885714,0.955556,0.983784,0.976744,0.914286
1312,chr1,1458969,1459003,1.0,1.0,1.0,0.891892,0.894737,0.888889
1313,chr1,1459213,1459322,0.983333,0.75,0.928571,0.967557,0.922619,0.960784
1314,chr1,1460214,1460354,0.888889,1.0,0.866667,0.94,0.952941,1.0
1315,chr1,1462631,1462710,1.0,0.939394,0.904762,0.934211,0.969697,0.933333
1316,chr1,1462711,1462765,1.0,0.990291,0.988889,0.940594,0.974194,0.981481
1317,chr1,1462766,1462827,1.0,0.969697,1.0,0.0,0.95,0.964286
1318,chr1,1462828,1462906,1.0,0.985714,0.833333,0.96875,1.0,1.0
1319,chr1,1463870,1464012,1.0,1.0,1.0,0.981132,0.791667,0.8125
1320,chr1,1464013,1464069,1.0,1.0,0.9375,0.995833,0.967742,0.941176
1321,chr1,1464077,1464184,1.0,1.0,1.0,0.960265,1.0,1.0
1322,chr1,1464433,1464537,1.0,0.981481,0.916667,0.958333,1.0,1.0
1323,chr1,1464538,1464575,0.956522,0.789474,0.821429,0.8,1.0,0.0
1324,chr1,1464576,1464678,0.857143,0.979592,0.942857,1.0,1.0,1.0
1325,chr1,1468164,1468263,1.0,1.0,1.0,0.977901,1.0,1.0
1326,chr1,1468264,1468296,1.0,1.0,1.0,0.966851,0.969388,0.982759
1327,chr1,1469787,1469910,1.0,1.0,1.0,0.923077,1.0,1.0
1328,chr1,1469911,1470003,0.846154,0.972222,1.0,1.0,0.777778,0.666667
1329,chr1,1470621,1470657,1.0,1.0,1.0,0.972043,0.966667,0.966667
1330,chr1,1470663,1470701,0.942857,1.0,1.0,0.952206,0.936937,0.984375
1331,chr1,1470720,1470803,0.973913,0.973333,1.0,0.944297,0.964912,1.0
1332,chr1,1470804,1470835,1.0,0.966667,0.958042,0.94186,0.970588,0.875
1333,chr1,1470836,1470922,1.0,0.864407,0.933333,0.92,0.956522,0.967742
1334,chr1,1470923,1470943,1.0,1.0,1.0,0.923077,0.958333,0.9375
1335,chr1,1470944,1470980,0.909091,0.94898,0.987552,0.970157,0.97619,0.986667
1336,chr1,1471235,1471412,0.857143,1.0,1.0,0.804196,1.0,0.982143
1337,chr1,1471437,1471522,0.933333,0.814815,0.837209,0.891156,0.971698,0.9375
1338,chr1,1471523,1471580,0.905263,0.915556,0.953333,0.834641,0.922581,0.923529
1339,chr1,1471938,1472058,1.0,0.833333,0.833333,0.963855,0.928571,1.0
1340,chr1,1474631,1474803,1.0,1.0,0.75,0.75,0.409091,0.333333
1341,chr1,1475188,1475244,0.104167,0.145833,0.0555556,0.752747,0.0566038,0.0
1342,chr1,1475245,1475284,0.0296296,0.0243902,0.0153846,0.56091,0.04,0.0314465
1343,chr1,1475285,1475363,0.0375,0.0190476,0.0,0.456897,0.02,0.0363636
1344,chr1,1475446,1475501,0.0,0.0,0.0,0.244161,0.0104167,0.0196078
1345,chr1,1475560,1475736,0.0,0.0,0.0,0.0536113,0.075,0.05
1346,chr1,1475785,1475862,0.003663,0.0,0.0,0.0310881,0.025,0.0659341
1347,chr1,1475903,1475940,0.00985222,0.0,0.0350877,0.0218868,0.0234742,0.0229885
1348,chr1,1475941,1476019,0.0142857,0.0504202,0.0,0.0133202,0.0441176,0.0238095
1349,chr1,1476171,1476218,0.0401786,0.0273973,0.0,0.196906,0.164444,0.293233
1350,chr1,1476231,1476254,0.0,0.125,0.181818,0.327586,0.55,0.555556
1351,chr1,1476255,1476324,0.325,0.261364,0.285714,0.793951,0.825243,0.866667
1352,chr1,1476551,1476633,0.938272,0.93617,0.972222,1.0,0.923077,1.0
1353,chr1,1476774,1476815,0.91,0.966667,0.953125,0.964994,0.965517,0.977273
1354,chr1,1478552,1478695,1.0,0.904762,1.0,0.933333,0.907407,0.962963
1355,chr1,1480706,1480831,0.916667,0.966667,1.0,0.948276,1.0,1.0
1356,chr1,1480832,1480910,0.924528,0.891304,1.0,0.903226,0.9375,0.6
1357,chr1,1481822,1481893,0.965517,0.976744,0.988889,0.866029,0.913386,0.987179
1358,chr1,1481894,1481937,0.980392,0.979167,1.0,1.0,0.92,0.958333
1359,chr1,1483202,1483256,0.981132,1.0,0.933333,0.976804,0.972477,0.945455
1360,chr1,1483257,1483348,1.0,0.95,0.976744,0.945755,0.963768,0.980198
1361,chr1,1484126,1484229,1.0,0.935484,0.944444,0.969388,0.967742,0.923077
1362,chr1,1484230,1484311,0.795455,0.916667,0.791667,0.89375,0.891304,0.78125
1363,chr1,1486009,1486136,0.571429,0.933333,1.0,0.864865,0.919355,0.935484
1364,chr1,1487373,1487449,0.850575,1.0,0.911111,0.966154,0.958333,0.946429
1365,chr1,1487450,1487495,0.88172,0.956522,0.903846,0.887906,0.902439,0.9
1366,chr1,1487749,1487836,0.823529,0.913043,0.913043,0.301471,0.153846,0.35
1367,chr1,1488546,1488623,0.9875,1.0,1.0,0.940299,0.948052,1.0
1368,chr1,1489401,1489543,0.966667,0.842105,0.772727,0.924658,0.975,0.92
1369,chr1,1489544,1489587,0.946903,0.950617,0.987179,0.973881,0.96748,1.0
1370,chr1,1489632,1489675,0.826389,0.781915,0.9375,0.97181,0.963768,0.717791
1371,chr1,1490216,1490357,0.833333,1.0,0.875,0.6,0.928571,0.666667
1372,chr1,1490358,1490476,0.846154,1.0,0.642857,0.138889,0.770833,0.125
1373,chr1,1490477,1490650,1.0,1.0,1.0,0.222222,0.9,0.222222
1374,chr1,1491010,1491098,1.0,0.88,0.952381,0.714286,1.0,1.0
1375,chr1,1492895,1492955,1.0,1.0,1.0,1.0,1.0,1.0
1376,chr1,1496757,1496879,0.875,0.952381,0.963636,0.916667,0.98913,0.875
1377,chr1,1499156,1499215,0.944444,1.0,1.0,0.972763,0.964912,1.0
1378,chr1,1502726,1502810,0.805556,0.725,0.819444,0.936842,0.9375,0.897059
1379,chr1,1507267,1507333,0.809524,0.911111,0.833333,0.898917,0.983333,0.93617
1380,chr1,1507997,1508131,1.0,0.75,1.0,0.9,1.0,0.818182
1381,chr1,1508390,1508523,1.0,0.8,1.0,1.0,0.95,1.0
1382,chr1,1509656,1509749,0.0,0.0,0.0,0.00632911,0.0571429,0.025
1383,chr1,1509755,1509794,0.0,0.0,0.0,0.0206186,0.04,0.0
1384,chr1,1509819,1509884,0.0,0.0,0.0,0.0120192,0.0347222,0.0
1385,chr1,1510056,1510109,0.0,0.0,0.0,0.010118,0.0,0.017094
1386,chr1,1510110,1510165,0.0,0.00383142,0.00584795,0.0200758,0.0238095,0.00465116
1387,chr1,1510194,1510229,0.0,0.0,0.0,0.021978,0.0380952,0.0208333
1388,chr1,1510230,1510282,0.0,0.0,0.0,0.0125,0.00854701,0.0
1389,chr1,1510283,1510375,0.0,0.0,0.0,0.0,0.0410256,0.0296296
1390,chr1,1510407,1510525,0.0,0.0,0.0,0.00627615,0.0166667,0.0333333
1391,chr1,1510526,1510584,0.0,0.0,0.0,0.0114286,0.0,0.0444444
1392,chr1,1510598,1510745,0.0,0.0,0.0,0.0,0.0333333,0.0
1393,chr1,1511097,1511190,0.527778,0.295775,0.839506,0.0190114,0.333333,0.0666667
1394,chr1,1511939,1512071,0.964286,1.0,1.0,0.913669,0.9875,1.0
1395,chr1,1513877,1513912,0.910714,1.0,1.0,0.0150376,0.0,0.0909091
1396,chr1,1514834,1514927,0.888889,1.0,1.0,0.125,0.0,0.0
1397,chr1,1517462,1517533,0.877193,0.882353,1.0,0.0983607,0.409091,0.0
1398,chr1,1519774,1519906,0.944444,1.0,1.0,0.55,0.583333,0.0833333
1399,chr1,1519907,1520020,1.0,1.0,0.923077,0.655738,0.692308,0.1
1400,chr1,1521944,1522018,0.538462,0.722222,0.69697,0.294118,0.371429,0.647059
1401,chr1,1522396,1522460,0.666667,0.923077,1.0,0.404762,0.645161,0.1
1402,chr1,1529811,1529878,0.858974,0.892857,0.934783,0.871985,0.853659,0.222222
1403,chr1,1532602,1532640,0.91,0.652174,0.75,0.788632,0.960526,0.22
1404,chr1,1533444,1533517,0.968504,0.875,1.0,0.852018,0.942308,0.441176
1405,chr1,1533682,1533742,1.0,0.888889,0.875,0.932515,0.934783,0.857143
1406,chr1,1533743,1533877,1.0,0.823529,1.0,0.912281,0.982143,0.666667
1407,chr1,1533878,1534002,1.0,0.954545,1.0,0.965517,1.0,0.5
1408,chr1,1534003,1534053,0.977778,1.0,0.857143,0.941176,1.0,0.882353
1409,chr1,1534054,1534169,0.833333,0.916667,0.833333,0.875,1.0,0.388889
1410,chr1,1534392,1534513,1.0,0.842105,1.0,0.959184,0.964912,0.777778
1411,chr1,1534514,1534541,1.0,1.0,1.0,0.936508,1.0,1.0
1412,chr1,1534542,1534575,0.678571,1.0,1.0,0.980861,1.0,0.666667
1413,chr1,1534588,1534734,0.666667,0.597222,0.410714,0.972789,0.87013,0.145833
1414,chr1,1534865,1534894,0.0277778,0.0681818,0.0967742,0.39039,0.172043,0.0512821
1415,chr1,1535105,1535169,0.0,0.0,0.0,0.0352113,0.0163043,0.05
1416,chr1,1535195,1535317,0.0,0.0155039,0.0,0.0232323,0.0213675,0.0246914
1417,chr1,1535318,1535477,0.0,0.0,0.0,0.0154278,0.0273224,0.0241546
1418,chr1,1535478,1535543,0.0,0.0,0.0,0.0193878,0.0434783,0.0
1419,chr1,1535544,1535597,0.00584795,0.0,0.0148148,0.0277778,0.047619,0.0416667
1420,chr1,1535598,1535663,0.0,0.0,0.0,0.00478469,0.0,0.03125
1421,chr1,1535672,1535727,0.0555556,0.0,0.0,0.0243902,0.0,0.0
1422,chr1,1535728,1535797,0.0694444,0.0,0.0,0.0361446,0.0444444,0.047619
1423,chr1,1535798,1535902,0.0571429,0.0358209,0.00549451,0.0908174,0.032967,0.0
1424,chr1,1535903,1536053,0.3,0.21875,0.0,0.336761,0.0654206,0.056338
1425,chr1,1536747,1536798,0.955556,0.978495,0.989899,0.954178,0.968254,0.614035
1426,chr1,1537543,1537660,0.5,0.833333,0.692308,0.9,1.0,1.0
1427,chr1,1539857,1539922,0.94,0.868421,0.892857,0.587379,0.234043,0.0
1428,chr1,1540635,1540689,1.0,0.882353,0.769231,0.904762,0.809524,1.0
1429,chr1,1543014,1543145,1.0,1.0,1.0,1.0,1.0,0.714286
1430,chr1,1550533,1550579,0.0,0.0,0.0,0.0168067,0.0357143,0.037037
1431,chr1,1550725,1550799,0.0,0.0,0.0,0.019685,0.025,0.0111111
1432,chr1,1550800,1550854,0.0,0.0,0.0,0.00892857,0.05,0.0
1433,chr1,1550855,1550924,0.0,0.0,0.0,0.0,0.0196078,0.0
1434,chr1,1551098,1551127,0.0,0.0,0.0,0.01,0.0,0.0
1435,chr1,1551214,1551240,0.0,0.0,0.0,0.0254453,0.0246914,0.0128205
1436,chr1,1551260,1551299,0.0,0.00793651,0.0,0.0287698,0.0147059,0.0196078
1437,chr1,1551305,1551368,0.00735294,0.0,0.0,0.0413081,0.0701754,0.015625
1438,chr1,1551415,1551459,0.0,0.0,0.0,0.0107623,0.0185185,0.0416667
1439,chr1,1551460,1551520,0.0,0.0,0.0,0.0187793,0.016129,0.0208333
1440,chr1,1551521,1551572,0.01,0.00390625,0.0,0.0149582,0.0466472,0.00735294
1441,chr1,1551573,1551623,0.0,0.0,0.0,0.014881,0.0,0.0277778
1442,chr1,1551642,1551681,0.0,0.0,0.0,0.0140625,0.024,0.0266667
1443,chr1,1551704,1551747,0.0,0.0,0.0,0.00917431,0.01,0.0277778
1444,chr1,1551748,1551801,0.00595238,0.0,0.0,0.0195489,0.0490196,0.0378788
1445,chr1,1551815,1551968,0.166667,0.0416667,0.0,0.0837209,0.030303,0.0757576
1446,chr1,1555720,1555843,0.666667,0.888889,0.962963,0.736842,0.962963,0.851852
1447,chr1,1556686,1556718,0.96875,0.948276,0.967391,0.968,0.953488,0.97619
1448,chr1,1556719,1556840,1.0,1.0,1.0,0.87931,1.0,0.785714
1449,chr1,1557168,1557239,0.900794,0.96,0.973214,0.635015,0.914414,0.537037
1450,chr1,1557263,1557367,1.0,1.0,1.0,0.848485,0.904762,0.941176
1451,chr1,1558541,1558621,0.953846,1.0,0.944444,0.886525,0.975207,0.96
1452,chr1,1558622,1558725,1.0,1.0,1.0,0.793548,0.825243,0.611111
1453,chr1,1558726,1558781,0.836066,0.785714,0.967742,0.867925,0.925926,0.904762
1454,chr1,1559030,1559113,0.958824,0.955556,0.961111,0.95848,0.965066,0.966667
1455,chr1,1559114,1559158,0.989796,0.981132,0.958333,0.806522,0.893939,0.422222
1456,chr1,1559902,1560024,1.0,0.571429,1.0,0.774775,0.965517,0.904762
1457,chr1,1560386,1560429,0.664474,0.603448,0.666667,0.606952,0.810811,0.636364
1458,chr1,1562325,1562366,0.966245,0.941667,0.976048,0.934698,0.948052,0.945455
1459,chr1,1562511,1562551,0.926471,0.730769,0.969697,0.966755,0.992537,0.985294
1460,chr1,1562782,1562843,0.916667,0.885714,0.933333,0.776074,0.957447,0.88
1461,chr1,1562946,1563011,0.57037,0.571429,0.636364,0.457711,0.894444,0.833333
1462,chr1,1563018,1563095,0.227273,0.5,0.384615,0.385057,0.8,0.775
1463,chr1,1563774,1563810,0.829932,0.946108,0.891089,0.906168,0.989744,0.96875
1464,chr1,1563811,1563895,0.983333,0.907407,0.947368,0.947507,0.980583,0.930556
1465,chr1,1563896,1564065,0.904762,0.964286,0.857143,0.836735,0.894737,0.953125
1466,chr1,1564066,1564146,0.822222,0.769231,0.769231,0.967442,0.974359,1.0
1467,chr1,1564384,1564424,0.4,0.526316,0.416667,0.888889,0.930233,0.9
1468,chr1,1564425,1564474,0.16,0.097561,0.0333333,0.924574,0.697479,0.825397
1469,chr1,1564491,1564532,0.138889,0.0493827,0.146667,0.85159,0.945946,0.990196
1470,chr1,1564533,1564689,1.0,0.0,0.0434783,0.946027,0.984663,0.958678
1471,chr1,1564690,1564720,0.211111,0.140351,0.0,0.950437,0.959596,0.941176
1472,chr1,1564731,1564793,0.166667,0.0637255,0.0606061,0.776476,0.971014,0.888889
1473,chr1,1564794,1564856,0.150862,0.0811966,0.0583333,0.89559,0.942935,0.978448
1474,chr1,1564857,1564961,0.280193,0.0277778,0.0,0.913076,0.954545,0.932692
1475,chr1,1565223,1565270,0.0909091,0.047619,0.153846,0.892473,1.0,1.0
1476,chr1,1565419,1565507,0.424242,0.128205,0.361111,0.948357,0.920635,0.972222
1477,chr1,1565636,1565705,0.0,0.0,0.0,0.881081,0.936937,0.966102
1478,chr1,1565706,1565748,0.0135135,0.0263158,0.102564,0.972816,0.991803,0.984127
1479,chr1,1566014,1566129,0.0740741,0.0,0.176471,0.957871,0.96875,0.920354
1480,chr1,1566130,1566196,0.0803571,0.120521,0.0756303,0.940565,0.832,0.956522
1481,chr1,1566197,1566232,0.155556,0.112821,0.100775,0.975636,0.971831,0.977273
1482,chr1,1566233,1566373,0.25,0.123077,0.125,0.949367,0.986486,0.538462
1483,chr1,1566513,1566540,0.0916667,0.0175439,0.0588235,0.949447,0.952381,0.25
1484,chr1,1566541,1566578,0.161538,0.0980392,0.0625,0.962818,0.935185,0.338462
1485,chr1,1566579,1566639,0.0,0.0,0.0,0.962,0.860215,0.454545
1486,chr1,1566647,1566686,0.169231,0.261538,0.2,0.913907,0.967742,0.8
1487,chr1,1566765,1566824,0.06875,0.0227273,0.0,0.867203,0.956522,0.425
1488,chr1,1566825,1566904,0.0,0.193548,0.142857,0.780488,0.933333,0.616667
1489,chr1,1566913,1567038,0.0645161,0.136364,0.0,0.73913,0.888889,0.588235
1490,chr1,1567269,1567372,0.0882353,0.0434783,0.0169492,0.892857,0.777778,0.238095
1491,chr1,1567373,1567476,0.0,0.0,0.1,0.833333,0.866667,0.0
1492,chr1,1567477,1567515,0.0136054,0.00833333,0.0,0.425842,0.70892,0.0860215
1493,chr1,1567543,1567631,0.0243902,0.0,0.0,0.575241,0.867647,0.0909091
1494,chr1,1567632,1567711,0.0364583,0.0681818,0.047619,0.834854,0.920635,0.0763889
1495,chr1,1567734,1567780,0.011236,0.0695652,0.0192308,0.969874,0.973856,0.136364
1496,chr1,1567781,1567867,0.0909091,0.0681818,0.047619,0.772947,0.85124,0.47619
1497,chr1,1571677,1571809,1.0,0.777778,1.0,0.967611,0.845238,0.933333
1498,chr1,1572310,1572400,1.0,0.97561,0.952381,0.956522,0.960784,0.958333
1499,chr1,1572401,1572453,1.0,1.0,0.952381,0.9653,0.984615,1.0
1500,chr1,1573050,1573093,1.0,0.857143,0.952381,0.98374,0.972973,1.0
1501,chr1,1574035,1574074,0.972222,0.870968,1.0,0.971264,0.933333,0.9
1502,chr1,1574936,1575098,1.0,1.0,0.944444,0.986111,0.95,0.984848
1503,chr1,1575784,1575877,0.95,0.888889,0.8,0.964286,0.9125,1.0
1504,chr1,1576264,1576334,0.966667,0.970588,1.0,0.970037,1.0,0.983333
1505,chr1,1576511,1576590,0.977778,1.0,1.0,0.989899,1.0,1.0
1506,chr1,1576726,1576793,1.0,0.977011,0.977778,0.967521,0.979167,0.989247
1507,chr1,1580278,1580391,0.571429,0.98,0.8,0.989474,0.93,0.966667
1508,chr1,1590440,1590505,0.0,0.0,0.0,0.0357143,0.0147783,0.0272109
1509,chr1,1590506,1590624,0.0,0.0,0.0,0.0,0.0,0.0333333
1510,chr1,1590625,1590677,0.0,0.0,0.0,0.0168067,0.0680272,0.0571429
1511,chr1,1590678,1590731,0.0,0.0,0.0,0.0246305,0.0267857,0.0285714
1512,chr1,1592168,1592240,0.928571,0.918519,0.847458,0.956188,0.97561,1.0
1513,chr1,1596795,1596899,0.983333,1.0,0.9,0.933962,0.983333,1.0
1514,chr1,1598049,1598223,1.0,1.0,0.75,0.959184,1.0,1.0
1515,chr1,1598224,1598265,0.968254,0.980769,0.95122,0.962264,0.9,1.0
1516,chr1,1598266,1598399,1.0,1.0,1.0,1.0,0.981481,1.0
1517,chr1,1598708,1598775,0.949275,0.986014,0.98913,0.962056,0.95614,0.947368
1518,chr1,1599377,1599451,1.0,1.0,1.0,0.605263,0.882353,0.823529
1519,chr1,1600223,1600353,1.0,0.833333,1.0,1.0,1.0,0.944444
1520,chr1,1601065,1601115,0.968992,0.969697,0.977011,0.955782,0.986928,0.954023
1521,chr1,1602789,1602906,1.0,1.0,1.0,0.966667,0.904762,0.888889
1522,chr1,1609009,1609076,0.877551,0.892857,0.810219,0.964286,0.954167,1.0
1523,chr1,1609551,1609597,0.144144,0.252525,0.133333,0.945946,1.0,0.818182
1524,chr1,1611490,1611595,0.928571,1.0,0.95,0.97619,0.963303,0.9875
1525,chr1,1612025,1612075,0.947368,0.936842,0.940299,0.948611,0.971154,0.957143
1526,chr1,1613594,1613703,1.0,0.988235,0.966667,0.948864,0.992308,1.0
1527,chr1,1614193,1614243,1.0,1.0,0.9375,0.918919,1.0,1.0
1528,chr1,1614789,1614902,1.0,1.0,1.0,0.875,0.785714,1.0
1529,chr1,1623803,1623931,0.0,0.0,0.0,0.0130354,0.0168539,0.0162602
1530,chr1,1624416,1624467,0.0,0.0,0.00980392,0.0213608,0.00537634,0.0425532
1531,chr1,1624567,1624639,0.0,0.0,0.0,0.00752688,0.0184332,0.0294118
1532,chr1,1629311,1629392,0.935484,0.857143,1.0,0.72,0.823529,0.846154
1533,chr1,1643493,1643607,0.5,1.0,1.0,0.982609,0.95,0.866667
1534,chr1,1657075,1657161,0.883333,0.94,0.873684,0.969014,0.95,1.0
1535,chr1,1667567,1667657,1.0,1.0,1.0,1.0,1.0,1.0
1536,chr1,1667793,1667860,1.0,0.977273,0.921053,0.951087,0.957143,0.333333
1537,chr1,1670415,1670566,0.555556,0.5,1.0,0.957746,0.880952,1.0
1538,chr1,1677846,1677919,0.0,0.0,0.0,0.0,0.0185185,0.0833333
1539,chr1,1680465,1680544,1.0,1.0,0.909091,0.868421,1.0,0.666667
1540,chr1,1684958,1684988,1.0,1.0,0.911765,0.978836,0.966292,0.972973
1541,chr1,1685234,1685286,1.0,0.9375,1.0,0.971429,0.979167,0.947368
1542,chr1,1685287,1685425,0.888889,1.0,1.0,0.951351,0.931818,0.972973
