,chr,start,end,healthy_depth,healthy_meth,nbl_depth,nbl_meth
11701,11,133826921,133826964,1001.0,0.0,993.0,20.0
11727,11,133907036,133907109,239.0,0.0,676.0,13.0
11743,11,133994730,133994810,504.0,23.0,315.0,10.0
11744,11,133994825,133994917,230.0,3.0,320.0,5.0
11749,11,134093565,134093646,318.0,0.0,846.0,13.0
11751,11,134094429,134094468,404.0,0.0,454.0,7.0
11752,11,134094477,134094531,390.0,0.0,642.0,14.0
11754,11,134094564,134094598,396.0,2.0,947.0,32.0
11759,11,134123413,134123512,168.0,0.0,520.0,12.0
11760,11,134123513,134123544,515.0,3.0,1040.0,30.0
11768,11,134146287,134146378,500.0,1.0,1115.0,48.0
11769,11,134146468,134146543,209.0,0.0,326.0,23.0
11770,11,134146558,134146680,266.0,2.0,834.0,72.0
11771,11,134146741,134146769,708.0,17.0,1530.0,317.0
11774,11,134147050,134147142,245.0,9.0,661.0,229.0
11783,11,134201845,134201928,228.0,0.0,252.0,2.0
11784,11,134201929,134201973,565.0,18.0,1743.0,45.0
11785,11,134201984,134202069,374.0,3.0,654.0,32.0
11786,11,134202070,134202139,489.0,1.0,1479.0,31.0
11787,11,134202271,134202315,763.0,3.0,1358.0,43.0
11793,11,134212016,134212075,529.0,502.0,1271.0,1177.0
11794,11,134212251,134212342,870.0,781.0,2252.0,1983.0
11812,11,134253783,134253817,1008.0,912.0,1924.0,1885.0
11814,11,134254047,134254099,679.0,588.0,1547.0,1468.0
11826,11,134281613,134281715,276.0,6.0,1012.0,32.0
11827,11,134281769,134281813,355.0,5.0,960.0,26.0
11829,11,134282210,134282279,343.0,2.0,1001.0,25.0
11834,11,134282788,134282823,713.0,3.0,1790.0,76.0
11839,11,134341397,134341440,888.0,209.0,1365.0,338.0
11878,11,134632087,134632117,525.0,438.0,1670.0,1484.0
5,12,187374,187429,784.0,2.0,2191.0,210.0
7,12,187460,187511,709.0,94.0,1484.0,356.0
22,12,283832,283909,615.0,519.0,854.0,428.0
29,12,297519,297563,625.0,443.0,2353.0,2209.0
30,12,297564,297652,608.0,446.0,819.0,766.0
31,12,298361,298393,440.0,1.0,480.0,15.0
32,12,298394,298437,215.0,1.0,755.0,14.0
39,12,312592,312659,558.0,63.0,1814.0,1289.0
55,12,498139,498239,240.0,0.0,310.0,3.0
64,12,563125,563196,360.0,348.0,211.0,194.0
66,12,569146,569187,546.0,1.0,1420.0,28.0
67,12,569284,569313,750.0,1.0,1229.0,29.0
70,12,569447,569476,490.0,1.0,1737.0,34.0
71,12,569481,569554,154.0,1.0,440.0,22.0
72,12,569555,569585,585.0,3.0,2475.0,53.0
73,12,569838,569913,337.0,7.0,1093.0,54.0
75,12,569986,570030,522.0,5.0,1356.0,718.0
100,12,752033,752091,423.0,0.0,3792.0,3135.0
102,12,752181,752289,342.0,0.0,884.0,621.0
103,12,752441,752502,325.0,0.0,1007.0,952.0
112,12,860480,860529,270.0,0.0,215.0,9.0
120,12,862875,862974,389.0,1.0,324.0,4.0
159,12,1639172,1639244,552.0,2.0,462.0,103.0
160,12,1639259,1639302,763.0,17.0,2442.0,958.0
162,12,1639333,1639402,634.0,12.0,2038.0,166.0
163,12,1639513,1639576,455.0,3.0,1813.0,115.0
164,12,1639610,1639664,679.0,1.0,2006.0,181.0
166,12,1639746,1639778,525.0,2.0,979.0,52.0
167,12,1639864,1639905,903.0,1.0,3959.0,151.0
168,12,1639906,1639978,770.0,3.0,1087.0,60.0
169,12,1639989,1640042,543.0,0.0,1474.0,45.0
170,12,1640080,1640124,636.0,0.0,1704.0,39.0
171,12,1640138,1640169,1141.0,4.0,3213.0,151.0
172,12,1640170,1640204,710.0,5.0,1749.0,90.0
173,12,1640205,1640232,560.0,2.0,1073.0,45.0
174,12,1640233,1640273,744.0,0.0,1984.0,71.0
177,12,1640369,1640419,616.0,13.0,1729.0,416.0
180,12,1640531,1640577,425.0,2.0,1187.0,562.0
181,12,1640587,1640693,195.0,1.0,645.0,135.0
192,12,1703203,1703287,264.0,0.0,1138.0,22.0
193,12,1703388,1703437,342.0,0.0,1036.0,16.0
196,12,1703533,1703571,352.0,0.0,1687.0,35.0
200,12,1703926,1703960,499.0,1.0,2055.0,47.0
206,12,1739322,1739365,276.0,1.0,1092.0,23.0
207,12,1739366,1739395,855.0,3.0,1935.0,42.0
208,12,1739404,1739447,705.0,0.0,2021.0,39.0
214,12,1748803,1748911,612.0,575.0,1154.0,1128.0
217,12,1748981,1749055,395.0,378.0,1383.0,1340.0
219,12,1755068,1755121,665.0,648.0,1010.0,993.0
225,12,1772112,1772177,455.0,258.0,1139.0,888.0
226,12,1772302,1772398,210.0,157.0,473.0,366.0
234,12,1905698,1905785,378.0,0.0,1333.0,1294.0
257,12,1974108,1974146,835.0,466.0,3226.0,3076.0
274,12,2144187,2144233,245.0,1.0,355.0,8.0
275,12,2144234,2144279,402.0,1.0,738.0,19.0
278,12,2161667,2161726,692.0,5.0,1145.0,39.0
279,12,2161750,2161809,840.0,2.0,2194.0,49.0
281,12,2161874,2161938,825.0,2.0,1507.0,35.0
282,12,2161939,2161996,920.0,4.0,2659.0,82.0
283,12,2161997,2162051,896.0,0.0,1649.0,38.0
284,12,2162060,2162116,383.0,0.0,768.0,13.0
285,12,2162117,2162148,954.0,4.0,2268.0,43.0
286,12,2162149,2162220,655.0,4.0,882.0,23.0
287,12,2162221,2162266,552.0,0.0,1390.0,53.0
291,12,2162884,2162927,1377.0,7.0,3878.0,259.0
292,12,2162945,2162998,736.0,7.0,1999.0,77.0
295,12,2163184,2163227,1130.0,9.0,2130.0,83.0
296,12,2163238,2163276,798.0,6.0,1546.0,88.0
315,12,2339317,2339376,599.0,228.0,1829.0,1335.0
316,12,2339377,2339452,539.0,244.0,1579.0,860.0
317,12,2339453,2339547,258.0,132.0,1166.0,1053.0
337,12,2566802,2566861,470.0,459.0,612.0,594.0
346,12,2692308,2692331,610.0,0.0,2495.0,84.0
347,12,2692432,2692475,520.0,6.0,1040.0,31.0
357,12,2762099,2762180,442.0,401.0,854.0,694.0
362,12,2788801,2788863,527.0,515.0,708.0,522.0
365,12,2800463,2800528,248.0,0.0,1274.0,899.0
370,12,2800898,2800951,390.0,2.0,502.0,129.0
371,12,2800986,2801021,569.0,3.0,1522.0,389.0
378,12,2904209,2904267,820.0,7.0,1569.0,52.0
379,12,2904447,2904478,1194.0,3.0,2994.0,67.0
380,12,2904492,2904539,496.0,3.0,1320.0,14.0
381,12,2904597,2904658,473.0,3.0,425.0,12.0
383,12,2904707,2904772,903.0,4.0,2338.0,49.0
384,12,2904784,2904880,676.0,1.0,1394.0,27.0
386,12,2905004,2905054,728.0,1.0,2219.0,42.0
394,12,2986329,2986373,504.0,1.0,351.0,6.0
396,12,2986509,2986582,848.0,1.0,1773.0,56.0
410,12,3068447,3068493,614.0,5.0,3447.0,105.0
411,12,3068518,3068625,138.0,0.0,599.0,11.0
412,12,3068626,3068677,649.0,2.0,1688.0,44.0
414,12,3069079,3069128,765.0,0.0,1111.0,49.0
415,12,3069129,3069204,242.0,0.0,258.0,10.0
446,12,3186309,3186357,941.0,2.0,2479.0,63.0
450,12,3186577,3186631,399.0,1.0,1749.0,34.0
451,12,3186632,3186688,792.0,1.0,2078.0,19.0
453,12,3186743,3186829,570.0,0.0,1190.0,6.0
464,12,3309409,3309464,575.0,9.0,1009.0,26.0
467,12,3309592,3309636,815.0,17.0,895.0,27.0
469,12,3309828,3309879,590.0,56.0,2530.0,64.0
470,12,3310071,3310175,341.0,19.0,701.0,23.0
471,12,3310176,3310205,606.0,24.0,1056.0,44.0
506,12,3475087,3475141,567.0,7.0,1306.0,59.0
507,12,3475171,3475230,860.0,0.0,2317.0,287.0
513,12,3600254,3600293,770.0,15.0,1239.0,150.0
519,12,3601514,3601610,143.0,0.0,275.0,40.0
543,12,3862343,3862372,725.0,9.0,2495.0,131.0
551,12,3948054,3948093,349.0,181.0,1129.0,1085.0
553,12,3948294,3948393,352.0,139.0,698.0,677.0
567,12,4140186,4140242,455.0,4.0,1363.0,371.0
568,12,4140275,4140313,534.0,0.0,2592.0,1477.0
585,12,4378412,4378454,584.0,1.0,1940.0,276.0
589,12,4380466,4380540,475.0,1.0,1230.0,50.0
593,12,4381858,4381912,581.0,9.0,1524.0,126.0
607,12,4430609,4430722,258.0,0.0,651.0,6.0
610,12,4433757,4433834,491.0,468.0,970.0,944.0
612,12,4479678,4479728,443.0,421.0,1534.0,1138.0
624,12,4554423,4554525,256.0,245.0,309.0,162.0
628,12,4671365,4671404,270.0,18.0,650.0,85.0
639,12,4918595,4918653,731.0,2.0,1260.0,69.0
640,12,4918672,4918734,343.0,5.0,1681.0,115.0
645,12,4919124,4919241,264.0,1.0,430.0,55.0
648,12,4919421,4919474,479.0,48.0,344.0,114.0
662,12,5020534,5020590,620.0,75.0,1355.0,535.0
663,12,5020620,5020675,727.0,43.0,1148.0,152.0
670,12,5153209,5153274,687.0,19.0,1153.0,118.0
673,12,5153619,5153693,255.0,11.0,429.0,221.0
678,12,5323638,5323758,191.0,149.0,349.0,230.0
682,12,5541234,5541334,501.0,1.0,680.0,103.0
688,12,5542395,5542466,220.0,14.0,566.0,57.0
703,12,6054404,6054477,901.0,63.0,2808.0,56.0
704,12,6054535,6054583,453.0,26.0,1093.0,42.0
705,12,6054584,6054629,604.0,30.0,1364.0,32.0
711,12,6166523,6166638,180.0,161.0,324.0,316.0
717,12,6184467,6184556,336.0,9.0,1032.0,986.0
722,12,6241803,6241841,1126.0,1032.0,3539.0,3480.0
726,12,6268662,6268740,377.0,364.0,1115.0,1073.0
737,12,6309489,6309550,455.0,0.0,438.0,11.0
742,12,6309905,6309958,464.0,8.0,1051.0,30.0
754,12,6387755,6387830,499.0,0.0,1219.0,39.0
756,12,6387865,6387917,470.0,0.0,1074.0,17.0
761,12,6419564,6419623,684.0,129.0,1084.0,303.0
762,12,6419624,6419662,565.0,37.0,709.0,250.0
765,12,6419872,6419932,350.0,0.0,889.0,74.0
766,12,6419933,6420040,536.0,7.0,1475.0,432.0
774,12,6438805,6438897,275.0,244.0,322.0,210.0
780,12,6472981,6473029,316.0,3.0,1822.0,1448.0
809,12,6650702,6650773,280.0,263.0,630.0,604.0
820,12,6664707,6664760,351.0,5.0,772.0,12.0
849,12,6729383,6729467,767.0,675.0,1233.0,1185.0
857,12,6809674,6809721,840.0,5.0,1721.0,32.0
877,12,6875519,6875573,707.0,0.0,1839.0,40.0
878,12,6875574,6875602,696.0,0.0,1224.0,29.0
880,12,6875782,6875827,768.0,2.0,1234.0,29.0
881,12,6875865,6875940,173.0,0.0,972.0,14.0
882,12,6875965,6876019,430.0,3.0,910.0,34.0
884,12,6876079,6876135,459.0,0.0,1368.0,45.0
886,12,6876372,6876413,426.0,2.0,2110.0,26.0
887,12,6876625,6876716,346.0,16.0,619.0,19.0
892,12,6882913,6882973,336.0,31.0,1477.0,1425.0
893,12,6882974,6883034,507.0,50.0,1205.0,1163.0
900,12,6930990,6931057,411.0,0.0,733.0,17.0
907,12,6937694,6937754,971.0,1.0,1096.0,19.0
908,12,6937769,6937818,353.0,0.0,1373.0,28.0
909,12,6937819,6937858,641.0,2.0,2013.0,48.0
910,12,6937859,6937894,858.0,5.0,3797.0,83.0
911,12,6938046,6938115,380.0,1.0,1326.0,28.0
912,12,6938116,6938196,360.0,0.0,810.0,14.0
928,12,6976940,6976991,335.0,1.0,1099.0,23.0
930,12,6982384,6982439,310.0,0.0,647.0,14.0
935,12,7000394,7000428,420.0,0.0,1005.0,22.0
940,12,7023667,7023717,832.0,3.0,895.0,24.0
945,12,7036757,7036807,498.0,2.0,1412.0,36.0
946,12,7036983,7037017,634.0,2.0,1536.0,23.0
948,12,7037101,7037142,648.0,4.0,2039.0,36.0
949,12,7037143,7037211,929.0,2.0,3330.0,110.0
953,12,7037503,7037572,462.0,0.0,1062.0,16.0
961,12,7046935,7047001,880.0,1.0,2140.0,41.0
967,12,7053477,7053604,203.0,2.0,322.0,2.0
973,12,7066373,7066473,237.0,164.0,691.0,662.0
982,12,7079580,7079618,320.0,0.0,480.0,11.0
1003,12,7342318,7342371,516.0,1.0,1483.0,36.0
1010,12,7592776,7592814,336.0,18.0,432.0,23.0
1011,12,7592815,7592904,294.0,13.0,543.0,69.0
1013,12,7592936,7593006,697.0,11.0,1450.0,149.0
1044,12,8025374,8025459,767.0,28.0,932.0,434.0
1046,12,8025700,8025751,260.0,6.0,790.0,508.0
1056,12,8068019,8068098,573.0,552.0,1016.0,875.0
1066,12,8122935,8123002,480.0,23.0,735.0,57.0
1067,12,8123071,8123139,370.0,0.0,470.0,10.0
1071,12,8171325,8171359,528.0,0.0,1211.0,67.0
1078,12,8185069,8185114,964.0,2.0,1081.0,28.0
1108,12,8548923,8548983,477.0,7.0,1047.0,219.0
1110,12,8549243,8549439,120.0,0.0,480.0,26.0
1119,12,8835292,8835340,657.0,532.0,1700.0,961.0
1124,12,8850428,8850475,840.0,4.0,2825.0,74.0
1125,12,8850476,8850544,180.0,0.0,576.0,12.0
1126,12,8850545,8850617,272.0,0.0,538.0,14.0
1130,12,8851055,8851099,574.0,2.0,924.0,36.0
1131,12,8851152,8851211,447.0,0.0,703.0,21.0
1134,12,8947288,8947376,220.0,210.0,710.0,649.0
1139,12,8998302,8998369,575.0,529.0,855.0,561.0
1147,12,9102517,9102548,420.0,3.0,265.0,3.0
1151,12,9217329,9217422,552.0,13.0,1250.0,207.0
1153,12,9217529,9217595,545.0,82.0,966.0,358.0
1175,12,9603002,9603077,446.0,369.0,695.0,672.0
1177,12,9603263,9603302,385.0,369.0,2189.0,2123.0
1181,12,9800681,9800747,402.0,1.0,405.0,10.0
1193,12,10183167,10183233,377.0,312.0,646.0,227.0
1206,12,10378167,10378245,210.0,209.0,949.0,912.0
1211,12,10658418,10658472,420.0,401.0,534.0,285.0
1212,12,10765981,10766041,324.0,0.0,1052.0,18.0
1219,12,10865814,10865902,382.0,356.0,512.0,98.0
1224,12,10875353,10875396,490.0,0.0,490.0,23.0
1226,12,10875479,10875541,130.0,0.0,438.0,120.0
1227,12,10875542,10875572,575.0,0.0,1624.0,422.0
1230,12,10876085,10876145,576.0,3.0,1899.0,355.0
1246,12,11801854,11801927,378.0,1.0,1302.0,11.0
1247,12,11801946,11801995,584.0,1.0,2287.0,41.0
1249,12,11802794,11802885,546.0,1.0,1289.0,30.0
1250,12,11802886,11802921,480.0,1.0,1493.0,34.0
1254,12,11869016,11869120,177.0,175.0,278.0,267.0
1288,12,12419864,12419912,494.0,2.0,1465.0,28.0
1292,12,12420284,12420321,591.0,3.0,695.0,7.0
1301,12,12503088,12503147,260.0,1.0,180.0,2.0
1313,12,12625562,12625682,458.0,439.0,1143.0,1118.0
1317,12,12714851,12714890,606.0,0.0,862.0,20.0
1318,12,12714900,12714936,465.0,1.0,1434.0,24.0
1319,12,12714943,12714978,503.0,4.0,1356.0,30.0
1321,12,12715677,12715719,599.0,0.0,2528.0,62.0
1322,12,12715720,12715744,835.0,0.0,3390.0,45.0
1324,12,12715788,12715830,330.0,1.0,854.0,18.0
1333,12,12870137,12870193,176.0,0.0,329.0,7.0
1335,12,12876981,12877007,498.0,6.0,1494.0,27.0
1336,12,12877129,12877183,470.0,0.0,675.0,18.0
1337,12,12877184,12877257,378.0,0.0,784.0,21.0
1338,12,12877266,12877299,739.0,0.0,1569.0,31.0
1339,12,12877300,12877377,450.0,0.0,1373.0,24.0
1342,12,12878173,12878206,510.0,0.0,2243.0,51.0
1343,12,12878541,12878594,210.0,0.0,1189.0,16.0
1349,12,12939966,12940012,253.0,3.0,612.0,14.0
1354,12,12966195,12966230,300.0,0.0,540.0,8.0
1368,12,13154137,13154162,685.0,1.0,2690.0,48.0
1369,12,13154163,13154239,385.0,1.0,874.0,18.0
1372,12,13154497,13154547,406.0,0.0,612.0,57.0
1376,12,13197296,13197324,378.0,0.0,287.0,9.0
1382,12,13197597,13197654,658.0,1.0,1263.0,26.0
1408,12,14134276,14134320,503.0,30.0,1017.0,382.0
1409,12,14134633,14134685,370.0,11.0,1060.0,527.0
1444,12,14923852,14923919,549.0,5.0,619.0,21.0
1445,12,14927351,14927409,340.0,1.0,463.0,33.0
1446,12,14927410,14927483,304.0,2.0,378.0,40.0
1457,12,15374300,15374371,240.0,1.0,217.0,10.0
1459,12,15501577,15501645,412.0,376.0,1442.0,1247.0
1466,12,15942460,15942512,320.0,0.0,485.0,12.0
1474,12,16064207,16064260,322.0,4.0,698.0,19.0
1475,12,16064261,16064292,335.0,0.0,740.0,13.0
1476,12,16182090,16182181,238.0,232.0,207.0,205.0
1479,12,16500563,16500600,510.0,14.0,1743.0,81.0
1513,12,19282569,19282622,242.0,0.0,726.0,21.0
1519,12,19283188,19283233,508.0,0.0,918.0,24.0
1525,12,19383574,19383649,308.0,291.0,317.0,315.0
1529,12,19459599,19459673,449.0,439.0,805.0,796.0
1547,12,19592912,19593058,199.0,0.0,504.0,8.0
1555,12,19967544,19967640,265.0,227.0,535.0,401.0
1556,12,20094167,20094231,612.0,583.0,1230.0,1187.0
1569,12,20521728,20521775,392.0,0.0,1244.0,30.0
1570,12,20521796,20521873,230.0,0.0,555.0,9.0
1571,12,20522230,20522296,392.0,4.0,794.0,7.0
1572,12,20522297,20522383,288.0,2.0,1694.0,22.0
1573,12,20523069,20523120,315.0,4.0,345.0,11.0
1576,12,20581306,20581373,320.0,300.0,1188.0,1149.0
1589,12,20960687,20960724,895.0,874.0,2518.0,2249.0
1603,12,21654897,21654932,665.0,1.0,1534.0,34.0
1607,12,21680620,21680689,390.0,0.0,739.0,18.0
1608,12,21680827,21680879,300.0,0.0,1029.0,25.0
1616,12,21827309,21827396,301.0,295.0,1099.0,1054.0
1619,12,21927486,21927524,390.0,0.0,560.0,9.0
1625,12,22094258,22094322,714.0,2.0,681.0,231.0
1636,12,22473500,22473586,205.0,201.0,528.0,342.0
1638,12,22487087,22487143,255.0,0.0,625.0,61.0
1641,12,22487781,22487846,469.0,4.0,707.0,18.0
1643,12,22529807,22529895,424.0,413.0,1040.0,947.0
1646,12,22697154,22697224,569.0,0.0,1205.0,28.0
1649,12,22778094,22778156,271.0,0.0,465.0,10.0
1650,12,22778185,22778270,638.0,3.0,1584.0,35.0
1655,12,22846261,22846382,938.0,900.0,2130.0,2049.0
1682,12,24715703,24715779,436.0,0.0,980.0,17.0
1685,12,24716130,24716177,744.0,1.0,1290.0,79.0
1710,12,25401268,25401352,325.0,320.0,399.0,389.0
1712,12,25404254,25404320,198.0,1.0,451.0,6.0
1718,12,25522358,25522402,451.0,424.0,1577.0,1515.0
1727,12,25705396,25705464,297.0,241.0,583.0,489.0
1740,12,26111252,26111316,639.0,2.0,1755.0,29.0
1741,12,26111430,26111488,502.0,0.0,1254.0,25.0
1742,12,26111489,26111540,558.0,2.0,981.0,31.0
1744,12,26111623,26111686,780.0,1.0,1359.0,35.0
1746,12,26111961,26112005,768.0,0.0,2463.0,114.0
1748,12,26112124,26112170,558.0,0.0,1519.0,59.0
1753,12,26267358,26267425,485.0,1.0,1556.0,38.0
1754,12,26275277,26275313,430.0,1.0,470.0,14.0
1755,12,26275569,26275622,722.0,3.0,1942.0,40.0
1756,12,26277925,26277991,434.0,0.0,520.0,23.0
1757,12,26277992,26278044,623.0,4.0,899.0,28.0
1760,12,26279483,26279573,570.0,0.0,1000.0,8.0
1761,12,26279574,26279608,599.0,1.0,1794.0,50.0
1762,12,26279609,26279681,430.0,2.0,890.0,23.0
1768,12,26379853,26379892,850.0,3.0,1324.0,47.0
1770,12,26379918,26379951,400.0,6.0,1056.0,29.0
1784,12,26986328,26986381,420.0,0.0,2110.0,38.0
1785,12,26986382,26986420,270.0,0.0,882.0,12.0
1791,12,27091419,27091453,230.0,0.0,240.0,1.0
1796,12,27167114,27167160,295.0,0.0,884.0,15.0
1798,12,27167261,27167309,347.0,3.0,712.0,19.0
1799,12,27167310,27167348,365.0,0.0,978.0,19.0
1817,12,27486246,27486284,565.0,4.0,800.0,28.0
1820,12,27486545,27486613,368.0,1.0,1033.0,84.0
1837,12,27932771,27932842,655.0,1.0,2352.0,55.0
1839,12,27932993,27933029,628.0,2.0,2389.0,41.0
1841,12,27933119,27933156,408.0,0.0,2128.0,30.0
1844,12,27933216,27933249,650.0,1.0,1057.0,20.0
1854,12,28123134,28123204,546.0,0.0,1022.0,31.0
1855,12,28123367,28123416,433.0,1.0,1582.0,25.0
1870,12,28343295,28343381,554.0,0.0,888.0,13.0
1871,12,28343518,28343594,612.0,2.0,1567.0,23.0
1885,12,29302112,29302146,470.0,0.0,1265.0,193.0
1890,12,29302564,29302638,132.0,0.0,588.0,257.0
1892,12,29302694,29302773,165.0,3.0,556.0,246.0
1911,12,29542574,29542633,1180.0,1128.0,1706.0,1672.0
1917,12,29782110,29782177,282.0,274.0,897.0,833.0
1924,12,29936489,29936581,696.0,2.0,1632.0,30.0
1925,12,29936632,29936719,341.0,0.0,853.0,22.0
1926,12,29936896,29936964,499.0,1.0,594.0,14.0
1931,12,29937317,29937359,798.0,5.0,1729.0,41.0
1941,12,30353922,30353984,569.0,33.0,762.0,427.0
1943,12,30354421,30354513,385.0,12.0,461.0,360.0
1950,12,30848344,30848397,435.0,1.0,989.0,17.0
1953,12,30907386,30907471,205.0,0.0,650.0,12.0
1955,12,30907503,30907563,720.0,2.0,1528.0,25.0
1960,12,30907824,30907932,240.0,0.0,255.0,22.0
1963,12,30908027,30908127,150.0,0.0,350.0,8.0
1966,12,30949219,30949269,510.0,0.0,844.0,63.0
1978,12,31079362,31079447,350.0,4.0,470.0,7.0
1979,12,31079509,31079552,616.0,0.0,1840.0,60.0
1982,12,31079613,31079664,495.0,0.0,1265.0,28.0
1983,12,31079665,31079714,265.0,2.0,1362.0,95.0
1996,12,31224546,31224621,373.0,341.0,510.0,491.0
2007,12,31467316,31467383,350.0,332.0,1002.0,986.0
2008,12,31477023,31477087,521.0,0.0,727.0,9.0
2011,12,31477301,31477345,557.0,1.0,1708.0,40.0
2012,12,31477346,31477384,408.0,0.0,1747.0,31.0
2014,12,31477604,31477654,495.0,0.0,1610.0,26.0
2018,12,31478298,31478333,570.0,1.0,1144.0,19.0
2019,12,31478534,31478586,483.0,1.0,920.0,20.0
2020,12,31478587,31478659,374.0,0.0,574.0,10.0
2021,12,31479103,31479147,410.0,1.0,664.0,10.0
2022,12,31479148,31479224,335.0,1.0,377.0,10.0
2035,12,31743064,31743106,420.0,0.0,445.0,6.0
2036,12,31743107,31743140,431.0,2.0,1254.0,40.0
2037,12,31743254,31743308,385.0,2.0,1098.0,19.0
2039,12,31743355,31743435,500.0,16.0,440.0,4.0
2041,12,31743769,31743805,923.0,2.0,1634.0,45.0
2047,12,31812155,31812204,320.0,0.0,659.0,9.0
2066,12,32112519,32112580,180.0,0.0,830.0,19.0
2067,12,32112644,32112675,485.0,3.0,1125.0,15.0
2080,12,32259535,32259650,555.0,1.0,1457.0,19.0
2081,12,32259846,32259887,384.0,0.0,1439.0,41.0
2083,12,32259929,32259961,585.0,1.0,1530.0,30.0
2106,12,32552625,32552720,279.0,0.0,893.0,9.0
2109,12,32552812,32552927,422.0,0.0,771.0,18.0
2136,12,33049419,33049468,734.0,1.0,1789.0,47.0
2144,12,33228587,33228661,354.0,340.0,312.0,215.0
2151,12,33592882,33592922,796.0,46.0,903.0,128.0
2163,12,34260842,34260913,392.0,30.0,740.0,90.0
2164,12,34260914,34260969,275.0,68.0,899.0,491.0
2167,12,34261092,34261137,335.0,44.0,1149.0,476.0
2169,12,34358330,34358425,254.0,229.0,492.0,298.0
2191,12,34489001,34489069,240.0,141.0,733.0,284.0
2195,12,34489824,34489893,350.0,261.0,770.0,272.0
2198,12,34490936,34491023,212.0,123.0,594.0,31.0
2201,12,34491868,34491964,335.0,205.0,945.0,454.0
2204,12,34492808,34492897,125.0,85.0,271.0,10.0
2218,12,34496442,34496534,288.0,226.0,979.0,651.0
2224,12,34497681,34497741,427.0,306.0,993.0,579.0
2249,12,34516470,34516570,396.0,225.0,267.0,5.0
2254,12,37937723,37937819,231.0,167.0,430.0,61.0
2265,12,38532534,38532587,630.0,1.0,900.0,23.0
2280,12,38550244,38550331,259.0,176.0,423.0,11.0
2284,12,38551844,38551925,323.0,292.0,315.0,7.0
2287,12,38552673,38552774,312.0,296.0,501.0,171.0
2290,12,38553016,38553120,240.0,208.0,383.0,29.0
2299,12,38724320,38724375,553.0,450.0,1701.0,1348.0
2320,12,39538415,39538469,466.0,212.0,1717.0,1663.0
2323,12,39539033,39539076,888.0,25.0,3191.0,3150.0
2325,12,39539292,39539322,450.0,4.0,2153.0,2090.0
2331,12,39836480,39836551,629.0,0.0,1008.0,21.0
2334,12,39836758,39836883,210.0,1.0,686.0,5.0
2342,12,40499026,40499081,349.0,1.0,1398.0,134.0
2344,12,40499130,40499198,598.0,0.0,859.0,32.0
2345,12,40499527,40499622,272.0,0.0,672.0,12.0
2347,12,40499687,40499725,398.0,0.0,1380.0,31.0
2348,12,40499738,40499773,640.0,4.0,1625.0,25.0
2349,12,40499774,40499823,444.0,0.0,1739.0,42.0
2353,12,40618404,40618438,415.0,8.0,2014.0,245.0
2354,12,40618439,40618492,224.0,0.0,1344.0,126.0
2355,12,40618493,40618543,424.0,2.0,1551.0,105.0
2362,12,41014516,41014560,348.0,317.0,342.0,297.0
2374,12,41582588,41582677,338.0,1.0,951.0,40.0
2375,12,41582678,41582705,726.0,2.0,1740.0,61.0
2376,12,41582706,41582736,635.0,8.0,2160.0,179.0
2377,12,41583656,41583738,255.0,5.0,250.0,37.0
2384,12,42326378,42326443,587.0,0.0,1266.0,13.0
2390,12,42538241,42538267,435.0,0.0,1550.0,34.0
2395,12,42631461,42631541,186.0,1.0,648.0,20.0
2396,12,42631542,42631580,570.0,4.0,1589.0,29.0
2397,12,42631588,42631668,100.0,0.0,600.0,6.0
2398,12,42631762,42631799,492.0,0.0,1099.0,31.0
2399,12,42631806,42631861,509.0,0.0,1452.0,31.0
2401,12,42632129,42632189,200.0,3.0,333.0,13.0
2402,12,42632210,42632259,258.0,0.0,802.0,31.0
2412,12,42719958,42720015,318.0,0.0,666.0,14.0
2419,12,42854080,42854163,419.0,394.0,481.0,463.0
2420,12,42877095,42877136,647.0,0.0,1750.0,33.0
2422,12,42877186,42877225,751.0,6.0,1784.0,31.0
2423,12,42877226,42877291,904.0,1.0,1505.0,51.0
2424,12,42877292,42877365,390.0,1.0,607.0,10.0
2429,12,42982863,42982925,693.0,4.0,1065.0,26.0
2430,12,42982926,42982975,586.0,3.0,552.0,12.0
2432,12,42983482,42983558,869.0,1.0,2248.0,46.0
2433,12,42983559,42983610,815.0,1.0,4632.0,144.0
2434,12,42983611,42983684,1152.0,0.0,1530.0,36.0
2440,12,43618094,43618182,259.0,248.0,1129.0,1078.0
2443,12,43945381,43945469,332.0,22.0,691.0,418.0
2444,12,43945782,43945873,279.0,6.0,508.0,52.0
2445,12,43946050,43946089,185.0,3.0,560.0,28.0
2448,12,43965860,43965914,225.0,113.0,615.0,413.0
2459,12,44229755,44229803,602.0,3.0,1088.0,23.0
2460,12,44229820,44229850,330.0,0.0,785.0,12.0
2461,12,44229851,44229894,200.0,0.0,350.0,5.0
2462,12,44229895,44229928,714.0,0.0,1840.0,36.0
2463,12,44229929,44230014,855.0,1.0,1977.0,49.0
2464,12,44230015,44230068,396.0,3.0,1987.0,53.0
2465,12,44230089,44230138,154.0,1.0,436.0,19.0
2478,12,45269936,45269999,587.0,4.0,632.0,13.0
2481,12,45270204,45270249,590.0,8.0,790.0,15.0
2488,12,45444357,45444424,462.0,5.0,889.0,253.0
2490,12,45444490,45444524,917.0,12.0,2093.0,136.0
2491,12,45444525,45444622,453.0,1.0,938.0,44.0
