,chr,start,end,nbl2-V,healthy2-V,nbl1-V,nbl0-V,healthy1-V,healthy0-V
8343,12,57400135,57400189,0.0155,0.0,0.0366,0.0163,0.0,0.0
8344,12,57400190,57400242,0.0444,0.0,0.0309,0.0259,0.0,0.0106
8345,12,57400257,57400281,0.0216,0.0,0.0194,0.0186,0.0,0.02
8346,12,57400282,57400329,0.0634,0.0,0.0341,0.0161,0.0,0.0
8347,12,57522045,57522112,0.0437,0.0,0.0263,0.0141,0.0,0.0
8348,12,57554822,57554892,0.9826,1.0,0.992,0.9639,0.9586,0.9628
8349,12,57579367,57579443,0.9802,0.8854,0.9627,0.8483,0.8726,0.9261
8350,12,57610437,57610496,0.0,0.0,0.0137,0.006,0.0,0.0
8351,12,57610582,57610675,0.0207,0.0,0.0231,0.0244,0.0,0.0
8352,12,57618687,57618725,0.945,0.0174,0.8933,0.9468,0.0294,0.0143
8353,12,57619110,57619208,0.3826,0.0,0.92,0.5654,0.0,0.0
8354,12,57632504,57632559,0.0649,0.0,0.4435,0.0196,0.0,0.0167
8355,12,57633986,57634058,0.0089,0.0171,0.0253,0.0129,0.0,0.0
8356,12,57636583,57636658,0.0182,0.0143,0.0,0.0068,0.02,0.0102
8357,12,57636659,57636741,0.0641,0.0,0.0714,0.0323,0.0,0.0139
8358,12,57780064,57780152,0.9856,0.9659,0.9792,0.9748,0.7986,0.5722
8359,12,57824388,57824465,0.0278,0.0,0.0303,0.0228,0.0333,0.0139
8360,12,57824551,57824590,0.0323,0.0062,0.0317,0.0166,0.0,0.0
8361,12,57824591,57824628,0.0101,0.0,0.0347,0.0228,0.0,0.0
8362,12,57824941,57825012,0.0312,0.0,0.0267,0.0039,0.0,0.0
8363,12,57869274,57869337,0.1227,0.8667,0.1407,0.109,0.8616,0.9923
8364,12,57869338,57869405,0.0593,0.8667,0.0462,0.0113,0.8667,0.8269
8365,12,57896665,57896732,0.9746,0.9857,0.9829,0.9714,0.9625,0.9663
8366,12,57914389,57914489,0.0208,0.0,0.0185,0.0,0.0,0.0
8367,12,57940816,57940873,0.0381,0.0051,0.0334,0.0154,0.0,0.0
8368,12,57985041,57985125,0.0075,0.0,0.037,0.0242,0.0,0.0
8369,12,57998683,57998721,0.0478,0.0,0.0093,0.0124,0.0,0.0
8370,12,57998722,57998761,0.0251,0.0,0.0126,0.0214,0.0078,0.0
8371,12,58014709,58014771,0.7692,0.0,0.961,0.8574,0.0057,0.0064
8372,12,58015513,58015557,0.025,0.0069,0.2667,0.0691,0.0174,0.0077
8373,12,58025724,58025814,0.0405,0.0147,0.0481,0.0145,0.0078,0.0069
8374,12,58025833,58025898,0.0274,0.0521,0.0256,0.0211,0.0263,0.0625
8375,12,58026010,58026076,0.0245,0.0273,0.0343,0.0264,0.0,0.0
8376,12,58026852,58026908,0.0106,0.0,0.0221,0.0182,0.0,0.0185
8377,12,58026909,58026945,0.0314,0.0125,0.0182,0.0197,0.0,0.0
8378,12,58026946,58026992,0.0327,0.0,0.0096,0.0132,0.0089,0.0
8379,12,58120350,58120386,0.9676,0.9184,0.2663,0.0194,0.89,0.9179
8380,12,58120387,58120466,0.9728,0.9515,0.5625,0.0191,0.9545,0.9795
8381,12,58131090,58131167,0.0838,0.9571,0.95,0.4261,0.9538,0.9793
8382,12,58131300,58131344,0.0531,0.8621,0.7036,0.4665,0.9504,0.9723
8383,12,58131912,58131997,0.0199,0.9111,0.0455,0.0303,0.8712,0.766
8384,12,58131998,58132021,0.0316,0.9214,0.0,0.1489,0.8828,0.9318
8385,12,58148879,58148934,0.0463,0.0,0.0208,0.0149,0.0,0.0
8386,12,58149456,58149506,0.0194,0.0,0.0073,0.0108,0.0,0.0078
8387,12,58149539,58149576,0.0232,0.0,0.0229,0.0224,0.0,0.0
8388,12,58149577,58149641,0.0203,0.004,0.0185,0.0115,0.0,0.0
8389,12,58166267,58166318,0.0242,0.0,0.0303,0.0249,0.0,0.0
8390,12,58176558,58176628,0.0222,0.0,0.0111,0.0,0.0,0.0
8391,12,58239786,58239837,0.0203,0.0247,0.0123,0.0171,0.0064,0.0
8392,12,58240026,58240115,0.0048,0.0,0.0147,0.0149,0.0088,0.0111
8393,12,58240610,58240698,0.0071,0.0,0.0347,0.02,0.0,0.0
8394,12,58259234,58259288,0.769,0.0072,0.9895,0.9509,0.0,0.015
8395,12,58290419,58290481,0.0617,0.0,0.3456,0.0187,0.0,0.0
8396,12,59314075,59314145,0.2727,0.0053,0.0618,0.0328,0.0,0.0178
8397,12,62585011,62585055,0.0637,0.0,0.0225,0.1726,0.0,0.0
8398,12,62653957,62654042,0.0357,0.0,0.0208,0.0156,0.0152,0.0
8399,12,62860524,62860560,0.0387,0.0,0.0235,0.0217,0.0,0.0
8400,12,62996623,62996694,0.0303,0.0208,0.0234,0.0037,0.0,0.0
8401,12,62996902,62996938,0.0536,0.0,0.0395,0.0182,0.0075,0.0
8402,12,62997256,62997293,0.0303,0.0,0.058,0.029,0.0152,0.0
8403,12,62997332,62997411,0.0331,0.0,0.011,0.0147,0.0,0.0
8404,12,63328566,63328607,0.025,0.0,0.0296,0.0176,0.0103,0.0
8405,12,63328608,63328684,0.0551,0.0087,0.0239,0.0292,0.0,0.0041
8406,12,63328874,63328920,0.025,0.0,0.0,0.0096,0.0048,0.0
8407,12,64062088,64062130,0.0154,0.0,0.02,0.015,0.0235,0.0
8408,12,64062498,64062563,0.08,0.0,0.0182,0.0105,0.0,0.0
8409,12,64215578,64215658,0.6806,0.2368,0.8889,0.9428,0.1818,0.1389
8410,12,64237407,64237482,0.0214,0.0062,0.008,0.0167,0.0,0.0
8411,12,64237483,64237524,0.0405,0.0,0.0265,0.0192,0.0071,0.0
8412,12,64237624,64237699,0.0046,0.0,0.0182,0.0129,0.0,0.013
8413,12,64237700,64237750,0.0526,0.0,0.0048,0.0127,0.0,0.0
8414,12,64238219,64238262,0.0495,0.0,0.0446,0.0068,0.0072,0.0089
8415,12,64616125,64616150,0.0167,0.0095,0.0273,0.0222,0.0,0.0
8416,12,64651382,64651449,0.9,0.9862,0.9718,0.9405,0.9895,0.9579
8417,12,64784043,64784133,0.5929,0.2,0.9562,0.8333,0.1875,0.0
8418,12,64784442,64784477,0.0183,0.0,0.6167,0.6068,0.0057,0.0
8419,12,64798063,64798099,0.0338,0.0,0.0223,0.0102,0.0,0.0
8420,12,64798144,64798194,0.0641,0.0,0.0128,0.0042,0.0,0.0
8421,12,64798195,64798284,0.0636,0.0,0.039,0.0248,0.0227,0.0
8422,12,64798367,64798423,0.0301,0.0,0.0205,0.0097,0.0,0.0
8423,12,64798765,64798802,0.0143,0.0,0.0279,0.0228,0.0032,0.0
8424,12,64845961,64846036,0.0239,0.0121,0.0076,0.0149,0.0,0.0
8425,12,64846198,64846253,0.1046,0.0,0.0148,0.0247,0.0,0.0
8426,12,64848549,64848616,0.9867,0.981,0.9889,0.9799,0.9647,0.9854
8427,12,65000451,65000518,0.968,0.96,0.9944,0.9763,0.99,0.9917
8428,12,65004055,65004105,0.0171,0.0,0.0139,0.0109,0.0069,0.0
8429,12,65004179,65004215,0.0176,0.0083,0.0091,0.0071,0.0,0.0
8430,12,65004323,65004377,0.0227,0.0,0.0227,0.0285,0.0,0.0
8431,12,65004514,65004567,0.1092,0.0,0.0303,0.0083,0.0,0.0238
8432,12,65004568,65004634,0.0464,0.0,0.0435,0.0093,0.0,0.0
8433,12,65174444,65174482,0.0286,0.0,0.0163,0.0361,0.0136,0.0
8434,12,65174534,65174565,0.0233,0.0,0.0157,0.018,0.0286,0.0
8435,12,65174628,65174723,0.056,0.0,0.0421,0.0177,0.0091,0.0
8436,12,65174724,65174753,0.0511,0.0119,0.0256,0.0507,0.0,0.0085
8437,12,65174913,65174989,0.0167,0.0044,0.0623,0.3432,0.0035,0.0
8438,12,65174990,65175074,0.0748,0.0,0.0137,0.3342,0.0204,0.0103
8439,12,65218552,65218645,0.0,0.0606,0.0299,0.0132,0.0,0.0286
8440,12,65218680,65218776,0.0748,0.0,0.0084,0.1214,0.0,0.0
8441,12,65514887,65514963,0.223,0.0667,0.1806,0.1684,0.0185,0.029
8442,12,65515394,65515488,0.0985,0.0,0.1364,0.0953,0.042,0.0455
8443,12,65563742,65563826,0.0231,0.0,0.0117,0.0087,0.0,0.0
8444,12,65563860,65563896,0.0312,0.0065,0.04,0.0129,0.0,0.0
8445,12,65564139,65564222,0.0303,0.0,0.075,0.0057,0.0,0.0
8446,12,65672382,65672489,0.0208,0.0,0.0227,0.121,0.0,0.0
8447,12,65672525,65672643,0.0167,0.0,0.0556,0.0676,0.0091,0.0
8448,12,65673094,65673180,0.0979,0.0,0.12,0.0426,0.0,0.0
8449,12,66135654,66135692,0.3147,0.0067,0.0632,0.7584,0.023,0.0
8450,12,66135703,66135769,0.1569,0.0123,0.0278,0.5714,0.0,0.0
8451,12,66135770,66135885,0.3462,0.0,0.0417,0.7425,0.0,0.0
8452,12,66136049,66136133,0.0769,0.0,0.0412,0.5071,0.0,0.0
8453,12,66136278,66136343,0.06,0.1308,0.0349,0.4783,0.2907,0.2333
8454,12,66217826,66217915,0.013,0.0,0.01,0.0348,0.0,0.0
8455,12,66219237,66219281,0.1429,0.0127,0.0714,0.4784,0.0,0.0
8456,12,66219290,66219331,0.0418,0.0113,0.0325,0.6481,0.0,0.0112
8457,12,66219351,66219384,0.0164,0.0,0.0263,0.2935,0.0057,0.0032
8458,12,66219637,66219750,0.0219,0.0,0.0406,0.4144,0.0062,0.0
8459,12,66563376,66563490,0.0,0.0,0.0357,0.0,0.0,0.0
8460,12,66583233,66583321,0.1071,0.0,0.1635,0.3223,0.0,0.0536
8461,12,66629167,66629213,0.0379,0.0,0.0517,0.0653,0.0216,0.013
8462,12,66643036,66643105,0.8519,0.9839,0.8686,0.5765,0.9712,0.9701
8463,12,67462881,67462944,0.0263,0.0,0.0222,0.0122,0.0,0.0
8464,12,67462945,67462989,0.046,0.0064,0.0115,0.0158,0.0046,0.0
8465,12,67463029,67463077,0.0517,0.0,0.0165,0.0343,0.0056,0.0299
8466,12,67663939,67664016,0.0198,0.0,0.006,0.0118,0.0,0.0
8467,12,68042288,68042329,0.0083,0.0,0.0244,0.0264,0.0,0.0
8468,12,68042493,68042535,0.0299,0.0159,0.0234,0.0278,0.0045,0.0
8469,12,68042659,68042735,0.0034,0.0,0.0197,0.0134,0.0,0.0
8470,12,68042825,68042865,0.04,0.0,0.0183,0.0192,0.0,0.0087
8471,12,68042961,68042993,0.0211,0.0,0.03,0.0043,0.0,0.0
8472,12,68043005,68043088,0.0721,0.0,0.008,0.0121,0.0,0.0
8473,12,68043107,68043184,0.0062,0.0,0.0635,0.0059,0.0,0.0
8474,12,68043193,68043235,0.0217,0.0,0.0186,0.0148,0.0,0.0056
8475,12,68043346,68043454,0.0316,0.0,0.0337,0.0108,0.0,0.0
8476,12,68043693,68043749,0.0122,0.0,0.0494,0.0131,0.0,0.0083
8477,12,68113295,68113334,0.9872,0.6323,0.9778,0.9566,0.75,0.5347
8478,12,69004888,69004926,0.0214,0.0,0.0,0.0178,0.0087,0.0
8479,12,69004949,69004998,0.0412,0.0,0.0174,0.0152,0.0,0.0102
8480,12,69004999,69005027,0.0053,0.0108,0.0265,0.0132,0.0,0.0
8481,12,69140114,69140204,0.0,0.0,0.0,0.0,0.0,0.0
8482,12,69202595,69202661,0.0379,0.0,0.0145,0.0204,0.0,0.0
8483,12,69326897,69326960,0.051,0.0159,0.0374,0.1023,0.0036,0.0
8484,12,69327379,69327448,0.1141,0.027,0.0543,0.6456,0.0946,0.0826
8485,12,69446014,69446108,0.0182,0.96,0.4286,0.5143,0.975,0.9111
8486,12,69633702,69633736,0.0388,0.0048,0.0355,0.0216,0.0048,0.0
8487,12,70132354,70132416,0.0208,0.0,0.0101,0.0136,0.0,0.0
8488,12,70132785,70132839,0.0119,0.0,0.0147,0.0309,0.0079,0.0
8489,12,70133063,70133110,0.0071,0.0054,0.0238,0.0192,0.0,0.0
8490,12,70133111,70133154,0.0272,0.0,0.0262,0.0287,0.0,0.0069
8491,12,70637516,70637576,0.0,0.0,0.0275,0.0274,0.0,0.0
8492,12,70759547,70759603,0.0272,0.0,0.013,0.0193,0.0,0.0
8493,12,70759656,70759704,0.034,0.0,0.036,0.0134,0.0,0.0
8494,12,70759999,70760052,0.0229,0.0,0.0211,0.0036,0.0,0.0
8495,12,71003576,71003656,0.0537,0.0,0.1333,0.0465,0.0286,0.0
8496,12,71003657,71003779,0.0455,0.0,0.1222,0.08,0.0,0.0
8497,12,71560349,71560399,0.9576,0.8857,0.9882,0.9652,0.9681,0.95
8498,12,71833672,71833784,0.0173,0.0,0.0577,0.0041,0.0,0.0
8499,12,72054939,72055003,0.9627,0.9507,0.9524,0.9262,0.9655,0.9548
8500,12,72080223,72080298,0.0496,0.0,0.0331,0.0,0.0,0.0
8501,12,72148829,72148895,0.026,0.0,0.0145,0.0389,0.0,0.0
8502,12,72578840,72578923,0.9734,0.9896,0.8008,0.7352,0.975,0.9911
8503,12,72666090,72666136,0.0072,0.0152,0.0161,0.1043,0.0,0.0
8504,12,72666137,72666215,0.0179,0.0,0.0403,0.1045,0.0,0.0
8505,12,72666216,72666295,0.0227,0.0,0.0,0.1761,0.0,0.0
8506,12,72666296,72666364,0.0271,0.0119,0.0415,0.543,0.0229,0.131
8507,12,72666809,72666846,0.0373,0.0077,0.0848,0.5347,0.0222,0.0201
8508,12,72666847,72666907,0.04,0.0,0.0545,0.1147,0.0143,0.0
8509,12,72667078,72667149,0.0228,0.0,0.1241,0.4489,0.0317,0.0
8510,12,72667374,72667410,0.022,0.0116,0.0269,0.0791,0.0,0.0253
8511,12,74565494,74565568,0.0175,0.9368,0.5648,0.7671,0.9898,0.9464
8512,12,74931725,74931781,0.0368,0.0,0.044,0.0306,0.0099,0.0
8513,12,74952474,74952561,0.9806,0.8651,0.859,0.849,0.9091,0.92
8514,12,75508736,75508803,0.7236,0.8837,0.4,0.5611,0.9604,0.9529
8515,12,75601226,75601293,0.2168,0.0952,0.6727,0.8575,0.1541,0.0879
8516,12,75699311,75699394,0.7305,0.9487,0.8229,0.6416,0.9688,0.962
8517,12,75784800,75784887,0.0323,0.0,0.0219,0.0,0.0,0.0
8518,12,76425159,76425219,0.0399,0.0,0.0233,0.0169,0.0,0.0
8519,12,76425220,76425279,0.0374,0.0,0.027,0.0192,0.0,0.0
8520,12,76425857,76425923,0.0349,0.0,0.0784,0.0196,0.0,0.0
8521,12,76425924,76425962,0.0376,0.0,0.1846,0.0403,0.0,0.0
8522,12,76477736,76477782,0.0431,0.0,0.0217,0.0086,0.0,0.0
8523,12,76953361,76953412,0.041,0.0,0.0333,0.0114,0.0111,0.0
8524,12,77157559,77157633,0.0268,0.0,0.0191,0.0021,0.0,0.0
8525,12,77157828,77157939,0.0296,0.0,0.0154,0.0,0.0,0.0
8526,12,77157940,77157989,0.0341,0.0,0.0203,0.0082,0.0,0.0
8527,12,77459212,77459294,0.0245,0.0213,0.03,0.0032,0.0,0.0278
8528,12,77459453,77459544,0.0092,0.0,0.0,0.0,0.0,0.0
8529,12,77718676,77718752,0.0224,0.0165,0.013,0.0179,0.0016,0.0031
8530,12,80083635,80083714,0.0446,0.0087,0.0389,0.0778,0.0,0.0
8531,12,80083715,80083765,0.0888,0.0,0.0444,0.1359,0.0,0.0
8532,12,80083842,80083898,0.08,0.0,0.024,0.0466,0.0101,0.0
8533,12,80083914,80084004,0.0286,0.0,0.0417,0.25,0.0,0.0
8534,12,80084164,80084241,0.0696,0.0118,0.0375,0.1,0.0211,0.0
8535,12,80084439,80084517,0.0152,0.0,0.0,0.4221,0.0,0.0
8536,12,80084518,80084577,0.0143,0.0,0.0,0.3957,0.025,0.0
8537,12,80084578,80084629,0.0545,0.0211,0.0256,0.1297,0.0,0.0
8538,12,80084945,80084971,0.0391,0.0,0.0284,0.0863,0.006,0.0035
8539,12,80105101,80105146,0.9828,0.965,0.9299,0.9282,0.8764,0.975
8540,12,80328837,80328890,0.0523,0.0,0.0438,0.0112,0.0,0.0
8541,12,80701493,80701541,0.79,0.922,0.5854,0.8662,0.8889,0.8872
8542,12,80794608,80794667,0.0062,0.675,0.05,0.6553,0.35,0.36
8543,12,81102432,81102515,0.3478,0.0409,0.0658,0.8615,0.1528,0.0197
8544,12,81444267,81444324,0.6577,0.8088,0.5655,0.8795,0.9505,0.8122
8545,12,82152591,82152649,0.0341,0.0,0.008,0.2544,0.0,0.0064
8546,12,83081082,83081124,0.0156,0.0,0.0073,0.0235,0.0,0.0
8547,12,85624683,85624749,0.8471,0.54,0.966,0.2962,0.6711,0.9318
8548,12,85672288,85672347,0.8826,0.0167,0.9799,0.6583,0.1343,0.1304
8549,12,85674644,85674717,0.0357,0.0179,0.0185,0.0882,0.0,0.007
8550,12,87724012,87724090,0.716,0.973,0.9118,0.9379,0.9651,0.8963
8551,12,88429530,88429587,0.0522,0.0,0.0317,0.0088,0.0,0.0
8552,12,88974575,88974655,0.0268,0.0,0.0753,0.128,0.0,0.0149
8553,12,89130578,89130642,0.9744,0.9371,0.9962,0.8943,0.9182,0.9542
8554,12,89745235,89745278,0.0357,0.0,0.0238,0.0526,0.0,0.0
8555,12,89745640,89745697,0.0234,0.0,0.0275,0.0238,0.0053,0.0
8556,12,89747452,89747576,0.0144,0.0,0.0843,0.0094,0.0513,0.0
8557,12,89747790,89747824,0.0285,0.0,0.0177,0.0308,0.0088,0.0
8558,12,89747825,89747900,0.0488,0.0208,0.0467,0.0288,0.0,0.0
8559,12,89893684,89893779,0.9847,0.9818,0.9844,0.9717,0.9701,0.9893
8560,12,89918718,89918770,0.0417,0.0,0.0343,0.0083,0.0,0.0242
8561,12,89919117,89919169,0.0081,0.0,0.025,0.0126,0.0,0.0471
8562,12,89919170,89919269,0.0377,0.0,0.0364,0.0,0.0,0.0
8563,12,89919462,89919519,0.0327,0.0,0.0044,0.0123,0.0038,0.0
8564,12,90101967,90102012,0.052,0.0476,0.016,0.0076,0.0069,0.0
8565,12,90102184,90102239,0.0502,0.0,0.0167,0.0254,0.0,0.0
8566,12,90102240,90102341,0.0057,0.0,0.0182,0.0189,0.0,0.0
8567,12,90102342,90102378,0.0257,0.0,0.0119,0.0128,0.0136,0.0
8568,12,90102882,90102923,0.0337,0.0,0.0306,0.0162,0.0,0.0
8569,12,90103260,90103332,0.022,0.0,0.05,0.0182,0.0,0.0
8570,12,90103595,90103689,0.0167,0.0,0.0062,0.0071,0.0,0.0
8571,12,90103869,90103959,0.0114,0.0,0.0737,0.0061,0.0,0.0154
8572,12,91217859,91217896,0.9902,0.9878,0.9897,0.9796,0.9775,0.9704
8573,12,91348301,91348390,0.9593,1.0,0.9905,0.9456,0.9505,0.901
8574,12,92027910,92027966,0.9714,0.9592,0.9676,0.9831,0.9675,0.9412
8575,12,92317948,92318026,0.9821,0.9848,0.9621,0.9517,0.9706,0.9247
8576,12,92539071,92539105,0.0226,0.0095,0.0372,0.0108,0.0,0.0286
8577,12,92539335,92539384,0.0181,0.0,0.023,0.0189,0.0,0.0
8578,12,92800577,92800655,0.9922,0.9143,0.7917,0.9561,0.8692,0.8366
8579,12,93323083,93323129,0.0349,0.0,0.0104,0.0123,0.0,0.0
8580,12,93772462,93772523,0.0159,0.0167,0.0287,0.0272,0.0119,0.0
8581,12,93835018,93835098,0.0581,0.0,0.0202,0.0111,0.0062,0.0
8582,12,93964128,93964196,0.02,0.0,0.0379,0.0159,0.0,0.0
8583,12,93964217,93964260,0.0176,0.0,0.0259,0.0305,0.0067,0.0063
8584,12,93964554,93964594,0.0222,0.0083,0.0316,0.0204,0.0105,0.0
8585,12,93964940,93964996,0.0128,0.0,0.0128,0.0109,0.0,0.0
8586,12,93965041,93965072,0.0186,0.0,0.0311,0.0212,0.0,0.0075
8587,12,93965073,93965114,0.0405,0.0,0.0,0.0119,0.0,0.0
8588,12,93965752,93965844,0.0346,0.0,0.0067,0.0204,0.0,0.0
8589,12,93967213,93967288,0.0243,0.0,0.9542,0.1558,0.0,0.0258
8590,12,93985453,93985510,0.0128,0.0,0.0146,0.0359,0.0083,0.0
8591,12,94136156,94136217,0.0261,0.0,0.0345,0.0082,0.0,0.0
8592,12,94136237,94136275,0.0459,0.0,0.0074,0.0051,0.0,0.0
8593,12,94495841,94495944,0.0217,0.0091,0.0641,0.0074,0.0,0.0
8594,12,94541878,94541942,0.0468,0.0,0.0607,0.0541,0.0,0.0125
8595,12,94541943,94542009,0.0448,0.0,0.0229,0.0464,0.0,0.0
8596,12,94542517,94542562,0.014,0.0067,0.0244,0.037,0.0,0.0
8597,12,94543138,94543235,0.0745,0.0,0.0202,0.4525,0.0,0.0
8598,12,94543850,94543914,0.0312,0.0094,0.0717,0.1419,0.0,0.0
8599,12,94544432,94544488,0.4261,0.0,0.6727,0.0962,0.0062,0.0
8600,12,94806625,94806720,0.949,0.9189,0.9735,0.9866,0.9863,0.911
8601,12,94853965,94854014,0.0136,0.0,0.0462,0.0167,0.0,0.0
8602,12,95043714,95043759,0.0378,0.0,0.0447,0.0659,0.0,0.0
8603,12,95043792,95043868,0.1919,0.0,0.0,0.1136,0.0,0.0
8604,12,95044006,95044035,0.1111,0.0,0.02,0.161,0.0,0.0083
8605,12,95044036,95044085,0.04,0.0,0.0037,0.0431,0.0056,0.0
8606,12,95044086,95044129,0.0358,0.0,0.0153,0.0372,0.0057,0.0138
8607,12,95044217,95044263,0.0265,0.0099,0.0762,0.058,0.0,0.0039
8608,12,95267191,95267262,0.0421,0.019,0.0049,0.6433,0.0576,0.0827
8609,12,95267301,95267369,0.0691,0.022,0.028,0.5231,0.0081,0.0213
8610,12,95267396,95267439,0.0774,0.0053,0.0208,0.088,0.0154,0.0026
8611,12,95267440,95267479,0.0449,0.0,0.0265,0.0612,0.0,0.0
8612,12,95267501,95267553,0.0476,0.0079,0.0119,0.0536,0.0,0.0
8613,12,95267554,95267593,0.0606,0.0069,0.0083,0.0377,0.0109,0.0
8614,12,95466691,95466743,0.0415,0.0,0.0133,0.0208,0.0,0.0
8615,12,95467181,95467239,0.0682,0.0,0.0,0.0102,0.0,0.0
8616,12,95610844,95610917,0.0455,0.0,0.0195,0.0317,0.0,0.0
8617,12,95941920,95941964,0.1944,0.0215,0.1556,0.7066,0.0238,0.0082
8618,12,95942077,95942147,0.1437,0.0,0.0296,0.5429,0.0,0.0265
8619,12,95942148,95942249,0.0438,0.0,0.0345,0.4194,0.0083,0.0
8620,12,95942271,95942334,0.1966,0.0,0.1286,0.4263,0.0,0.0
8621,12,95942464,95942556,0.2145,0.0139,0.0102,0.6962,0.0,0.0
8622,12,96044628,96044695,0.2208,0.952,0.961,0.7568,0.9448,0.9529
8623,12,96184259,96184295,0.0111,0.0,0.0133,0.0244,0.0,0.0
8624,12,96184350,96184404,0.1071,0.0,0.0381,0.0281,0.0,0.0159
8625,12,96184405,96184456,0.0299,0.0,0.037,0.0307,0.0,0.0
8626,12,96184457,96184520,0.0417,0.0,0.0135,0.0197,0.0,0.0
8627,12,96184521,96184592,0.0673,0.0,0.0111,0.0313,0.0034,0.0
8628,12,96184660,96184705,0.0398,0.0,0.012,0.0496,0.0,0.0055
8629,12,96336364,96336490,0.0303,0.0,0.0083,0.013,0.0,0.0
8630,12,96588135,96588173,0.0141,0.0,0.04,0.0263,0.0,0.0
8631,12,96588613,96588648,0.0273,0.01,0.037,0.0226,0.0,0.0
8632,12,96588728,96588799,0.0252,0.0,0.0179,0.0035,0.0,0.0
8633,12,96793468,96793542,0.0343,0.0,0.0343,0.0212,0.0,0.0
8634,12,96794054,96794100,0.0491,0.0,0.0185,0.0105,0.0,0.0
8635,12,97300839,97300930,0.026,0.0,0.0179,0.0079,0.0,0.0
8636,12,97300931,97300992,0.0176,0.0,0.0312,0.0231,0.0,0.0
8637,12,97301203,97301253,0.015,0.0,0.0153,0.0196,0.0,0.0
8638,12,97906798,97906838,0.4115,0.9271,0.931,0.9195,0.9753,0.9154
8639,12,98909474,98909530,0.0387,0.0,0.0359,0.0078,0.0,0.0
8640,12,98909531,98909571,0.026,0.0,0.0162,0.0122,0.0,0.0
8641,12,98909869,98909900,0.0255,0.0048,0.0223,0.0368,0.0,0.0055
8642,12,98909901,98909939,0.0297,0.0,0.0179,0.0137,0.0071,0.0
8643,12,98909940,98910007,0.0628,0.0,0.0545,0.004,0.0,0.0
8644,12,98910008,98910089,0.0226,0.0059,0.012,0.0122,0.0,0.0
8645,12,98987608,98987675,0.0279,0.0,0.0114,0.0168,0.0,0.0095
8646,12,99039334,99039413,0.0349,0.0,0.0081,0.0249,0.0,0.0
8647,12,99139467,99139570,0.0367,0.0571,0.2083,0.034,0.0435,0.0
8648,12,99288736,99288853,0.1304,0.0,0.0108,0.0892,0.0357,0.0
8649,12,99289118,99289160,0.0115,0.0,0.0098,0.3262,0.0222,0.0
8650,12,100536094,100536127,0.0352,0.0,0.0392,0.0257,0.0,0.0
8651,12,100536128,100536192,0.0333,0.0,0.0561,0.0081,0.0,0.0
8652,12,100661342,100661396,0.0351,0.0,0.0559,0.0236,0.0,0.0
8653,12,100661397,100661455,0.0189,0.0,0.0079,0.0146,0.0,0.0354
8654,12,100661496,100661567,0.0,0.0,0.0,0.0,0.0,0.0444
8655,12,100967311,100967366,0.0499,0.0,0.0279,0.0106,0.004,0.0046
8656,12,101110937,101110972,0.0216,0.0,0.0667,0.0242,0.0,0.0057
8657,12,101111012,101111054,0.0248,0.0122,0.0301,0.0307,0.0057,0.0
8658,12,101111130,101111187,0.0211,0.0095,0.0412,0.0269,0.0023,0.0178
8659,12,101801185,101801248,0.0269,0.0,0.0283,0.0081,0.0,0.0161
8660,12,101801822,101801868,0.011,0.0,0.0561,0.0,0.0,0.0
8661,12,102091177,102091268,0.0421,0.0122,0.02,0.005,0.0,0.0
8662,12,102091486,102091520,0.0222,0.0,0.0429,0.0029,0.0,0.0
8663,12,102091551,102091653,0.1136,0.0,0.0598,0.0,0.0,0.0
8664,12,102091937,102091975,0.0559,0.0,0.025,0.0161,0.0,0.0
8665,12,102133288,102133401,0.9873,0.9921,0.9389,0.9718,0.9907,0.9828
8666,12,102224541,102224572,0.0303,0.0125,0.0615,0.0197,0.0,0.04
8667,12,102224595,102224638,0.0158,0.0083,0.0096,0.003,0.0,0.0
8668,12,102224646,102224687,0.0198,0.0,0.0168,0.0,0.0,0.0068
8669,12,102270993,102271035,0.056,0.0,0.0486,0.0417,0.0,0.0
8670,12,102271188,102271244,0.0248,0.0,0.0677,0.0385,0.006,0.0054
8671,12,102271245,102271279,0.0128,0.0,0.0333,0.0228,0.0,0.0
8672,12,102271437,102271483,0.0251,0.0,0.0224,0.0114,0.0,0.0
8673,12,102271523,102271665,0.0462,0.0,0.0267,0.0077,0.0,0.0
8674,12,103279215,103279295,0.8456,0.9077,0.9417,0.41,0.9643,0.94
8675,12,103351139,103351179,0.0216,0.0296,0.0167,0.0078,0.06,0.0286
8676,12,103351982,103352057,0.0244,0.0,0.0256,0.016,0.0,0.0
8677,12,103358856,103358903,0.9869,0.05,0.3077,0.9753,0.0208,0.0312
8678,12,103696123,103696160,0.0217,0.0343,0.6714,0.6447,0.0286,0.0784
8679,12,103889372,103889417,0.0171,0.0,0.0111,0.0149,0.0042,0.007
8680,12,103889513,103889602,0.0227,0.0,0.026,0.0237,0.0173,0.0
8681,12,103889703,103889797,0.0111,0.0,0.0833,0.0397,0.0,0.0278
8682,12,104234647,104234700,0.0353,0.0,0.0292,0.0147,0.0,0.0
8683,12,104234813,104234894,0.0228,0.0,0.0165,0.0197,0.0,0.0
8684,12,104234895,104234988,0.029,0.0107,0.0439,0.0222,0.0,0.0
8685,12,104458222,104458287,0.0268,0.0,0.0133,0.0132,0.0,0.0
